filter,mjd,flux,zp,magsys,fluxerr
ztfr,59268.3501619999,,23.9,ab,9.63205029441421
ztfr,59266.3616319001,,23.9,ab,13.8879783146271
ztfr,59264.3715161998,,23.9,ab,5.44050307650463
ztfr,59262.3468749998,,23.9,ab,6.28520017510421
ztfr,59159.4921065001,77.460482914514,23.9,ab,10.5914824558461
ztfr,58849.4512383998,,23.9,ab,5.36080384371073
ztfr,59157.4941667002,,23.9,ab,10.840012475989
ztfr,59152.4916897998,88.6012252655759,23.9,ab,16.1192222928823
ztfr,58939.3612847002,,23.9,ab,30.5963688772919
ztfr,58891.4949305998,,23.9,ab,8.68780555203816
ztfr,58574.2158681001,,23.9,ab,11.1848442461054
ztfr,58915.4064352,,23.9,ab,15.1297011492449
ztfr,58572.2747338,,23.9,ab,8.1213831814495
ztfr,58886.5100810002,,23.9,ab,8.06770306271751
ztfr,58914.3535648002,,23.9,ab,7.14809381018295
ztfr,58883.5054167002,85.325730891704,23.9,ab,11.9887411940003
ztfr,58575.2274190001,,23.9,ab,14.4181582169805
ztfr,58880.5180207998,,23.9,ab,5.03303219875131
ztfr,58912.4233448999,,23.9,ab,4.99885185941367
ztfr,58877.4846180999,,23.9,ab,3.96341860015575
ztfr,58871.4868171001,,23.9,ab,6.14313086993228
ztfr,58866.3554051002,,23.9,ab,5.51505518692869
ztfr,58863.5452545998,,23.9,ab,6.97765904261042
ztfr,58859.361331,,23.9,ab,13.7870099703468
ztfr,58855.5381713002,62.3677640707814,23.9,ab,6.32169854399744
ztfr,58852.4428472002,,23.9,ab,3.77285621557549
ztfr,58913.4302315,,23.9,ab,7.40474432709927
ztfr,58954.2313310001,96.6139131881148,23.9,ab,13.2260635764844
ztfr,58894.4701736001,72.9995717750154,23.9,ab,5.51563047468552
ztfr,59017.2380670998,,23.9,ab,5.26344596760892
ztfr,58580.2254976998,111.974651757801,23.9,ab,9.45900006905725
ztfr,59014.2276619999,,23.9,ab,5.286278648939
ztfr,59009.1866088002,88.723805507409,23.9,ab,11.212396176073
ztfr,58997.2329861,91.0667617624502,23.9,ab,8.80542719909346
ztfr,58994.1927894,,23.9,ab,3.87105881503558
ztfr,58991.2039005002,,23.9,ab,3.96159480080961
ztfr,58985.2105093002,,23.9,ab,4.48941565051035
ztfr,58980.2476968002,,23.9,ab,3.05794961408498
ztfr,58977.2115508998,,23.9,ab,46.7638057618996
ztfr,58974.2318866001,,23.9,ab,9.71113009712375
ztfr,58971.1891088001,,23.9,ab,7.72235319944315
ztfr,58968.2055323999,,23.9,ab,3.94448374071368
ztfr,58965.2830093,,23.9,ab,3.78468564160588
ztfr,58962.2661111001,79.2866062879192,23.9,ab,7.91320666299082
ztfr,59152.4916897998,88.6020035124803,23.9,ab,16.1193967117892
ztfr,59150.5454051001,,23.9,ab,14.22558871398
ztfr,59033.1775810001,102.839482271448,23.9,ab,12.6127367708511
ztfr,59020.2392014,,23.9,ab,5.31704138729205
ztfr,59155.4885069002,,23.9,ab,9.95107622729256
ztfr,59362.2406250001,,23.9,ab,6.65563849055715
