wavelengths,fluxes
4767.674,1.819917e-17
4770.616,1.948231e-17
4773.558,2.2244949999999998e-17
4776.502,2.032645e-17
4779.446,2.786015e-17
4782.39,2.325371e-17
4785.335999999999,2.150384e-17
4788.282,2.5798710000000003e-17
4791.229,2.970804e-17
4794.177,2.230511e-17
4797.125,2.3822910000000004e-17
4800.0740000000005,1.346966e-17
4803.023,2.1454120000000003e-17
4805.974,2.792695e-17
4808.925,2.4679090000000002e-17
4811.877,1.967407e-17
4814.829000000001,2.0853769999999998e-17
4817.782,1.107869e-17
4820.736,2.357029e-17
4823.69,1.7915339999999998e-17
4826.646,2.7637470000000003e-17
4829.602,1.8641839999999998e-17
4832.558,1.72005e-17
4835.515,1.491253e-17
4838.473,2.0940660000000002e-17
4841.432,2.776453e-17
4844.391,2.2118569999999998e-17
4847.351,2.453211e-17
4850.312,1.721574e-17
4853.273,2.4187790000000002e-17
4856.235,1.896589e-17
4859.197,2.5730599999999998e-17
4862.161,1.5687520000000002e-17
4865.125,1.764497e-17
4868.089,2.196597e-17
4871.055,1.576902e-17
4874.021,2.59639e-17
4876.987,1.953693e-17
4879.954000000001,2.125902e-17
4882.9220000000005,2.2645279999999998e-17
4885.891,2.7657359999999997e-17
4888.86,2.6077800000000002e-17
4891.83,2.500368e-17
4894.8009999999995,2.354424e-17
4897.772,1.786894e-17
4900.744000000001,3.287577e-17
4903.717000000001,1.1603419999999999e-17
4906.69,2.5447470000000005e-17
4909.664000000001,2.240143e-17
4912.638,3.1689629999999996e-17
4915.613,3.2433809999999996e-17
4918.589,3.9222209999999996e-17
4921.565,2.627546e-17
4924.543,2.8495749999999996e-17
4927.52,2.600473e-17
4930.499,3.355075e-17
4933.478,2.993408e-17
4936.457,2.834814e-17
4939.438,3.1600729999999996e-17
4942.419,3.7978529999999996e-17
4945.4,2.2146079999999997e-17
4948.3820000000005,3.185295e-17
4951.365,2.998058e-17
4954.349,3.040397e-17
4957.333,3.988742e-17
4960.317,3.246145e-17
4963.303,2.779005e-17
4966.289000000001,2.801417e-17
4969.275,3.0034559999999997e-17
4972.263,3.055408e-17
4975.251,3.582579e-17
4978.2390000000005,2.7467659999999992e-17
4981.228,3.508839e-17
4984.218,3.438815e-17
4987.208,3.794943e-17
4990.1990000000005,2.6447070000000007e-17
4993.191,2.697337e-17
4996.183,2.852168e-17
4999.1759999999995,3.013843e-17
5002.169,3.399279000000001e-17
5005.163,2.2537070000000002e-17
5008.157999999999,3.0351129999999996e-17
5011.153,2.7742990000000006e-17
5014.149,3.451493e-17
5017.146,3.021357e-17
5020.143,2.6047489999999995e-17
5023.141,2.832832e-17
5026.139,2.4214760000000003e-17
5029.138,2.862587e-17
5032.137,3.078545e-17
5035.138,3.487866e-17
5038.138,2.547472e-17
5041.14,1.9000520000000002e-17
5044.142,3.028884e-17
5047.144,1.9828339999999997e-17
5050.147,3.467376e-17
5053.151,2.5313560000000002e-17
5056.155,3.342229e-17
5059.16,2.5810689999999997e-17
5062.166,2.0682729999999996e-17
5065.1720000000005,2.869992e-17
5068.178,3.0919050000000003e-17
5071.186,2.91508e-17
5074.194,2.398824e-17
5077.202,2.415746e-17
5080.210999999999,2.7204309999999998e-17
5083.221,1.6238629999999997e-17
5086.231,2.4542719999999998e-17
5089.242,2.1258209999999998e-17
5092.253,2.683625e-17
5095.265,1.932917e-17
5098.278,2.037695e-17
5101.291,3.855002e-17
5104.304,2.057765e-17
5107.319,1.6744679999999997e-17
5110.333,2.523419e-17
5113.349,2.3265429999999994e-17
5116.365,2.8706120000000004e-17
5119.380999999999,2.667927e-17
5122.398,2.5115500000000002e-17
5125.416,2.330651e-17
5128.434,2.731157e-17
5131.4529999999995,3.3672249999999996e-17
5134.473,2.66899e-17
5137.4929999999995,2.2857629999999998e-17
5140.513,2.99378e-17
5143.534000000001,1.8614360000000003e-17
5146.556,1.9155849999999998e-17
5149.5779999999995,1.567408e-17
5152.601,2.7401379999999997e-17
5155.624,3.1277209999999997e-17
5158.648,3.113745e-17
5161.673,1.8827729999999998e-17
5164.698,2.4501729999999997e-17
5167.723,2.378469e-17
5170.749,2.7564120000000002e-17
5173.776,2.157422e-17
5176.803,2.3666180000000002e-17
5179.831,2.7735190000000005e-17
5182.859,2.3664520000000002e-17
5185.888,2.4754890000000002e-17
5188.917,2.450717e-17
5191.947,2.5008979999999997e-17
5194.978,1.8722e-17
5198.009,2.8442859999999996e-17
5201.04,1.792171e-17
5204.073,2.7372490000000006e-17
5207.105,2.394901e-17
5210.138,2.187232e-17
5213.1720000000005,2.471228e-17
5216.207,2.5738510000000003e-17
5219.241,2.4453429999999997e-17
5222.277,2.3167739999999996e-17
5225.313,2.1881839999999996e-17
5228.349,2.0595940000000002e-17
5231.3859999999995,3.091879e-17
5234.424,2.3794570000000004e-17
5237.462,2.8139330000000003e-17
5240.5,2.838948e-17
5243.539000000001,2.6304460000000002e-17
5246.579000000001,2.509191e-17
5249.619000000001,2.624689e-17
5252.66,2.061994e-17
5255.701,2.2635520000000002e-17
5258.741999999999,2.3681499999999998e-17
5261.785,3.130427e-17
5264.826999999999,2.676861e-17
5267.871,2.3358539999999997e-17
5270.915,2.1846620000000002e-17
5273.959,2.3805140000000002e-17
5277.004,2.4145020000000002e-17
5280.049,2.25552e-17
5283.095,2.932465e-17
5286.141,2.806602e-17
5289.188,2.222366e-17
5292.236,2.881288e-17
5295.284000000001,2.824831e-17
5298.331999999999,2.441892e-17
5301.380999999999,3.0032779999999997e-17
5304.43,3.2147320000000004e-17
5307.48,2.116694e-17
5310.531,2.6587240000000002e-17
5313.581999999999,1.993499e-17
5316.633000000001,2.702699e-17
5319.685,2.888369e-17
5322.738,2.2867240000000003e-17
5325.791,2.8768e-17
5328.844,2.29694e-17
5331.898,2.2900929999999996e-17
5334.953,2.852707e-17
5338.008000000001,2.244824e-17
5341.063,2.7085640000000005e-17
5344.119000000001,2.419546e-17
5347.1759999999995,2.4841100000000003e-17
5350.233,2.30592e-17
5353.29,2.7541509999999996e-17
5356.348000000001,2.0339960000000002e-17
5359.406,2.6590690000000006e-17
5362.465,1.6971249999999998e-17
5365.525,1.9308039999999998e-17
5368.585,2.913064e-17
5371.645,2.093042e-17
5374.706,1.905e-17
5377.767,2.4618860000000002e-17
5380.829000000001,2.8217190000000006e-17
5383.892,2.442081e-17
5386.954000000001,2.217288e-17
5390.018,2.8132690000000003e-17
5393.081999999999,2.192435e-17
5396.146,2.5002350000000002e-17
5399.210999999999,2.2793539999999997e-17
5402.276,1.816762e-17
5405.342,2.245299e-17
5408.408,2.783261e-17
5411.474,2.4921469999999997e-17
5414.5419999999995,2.5556139999999998e-17
5417.609,2.4097099999999998e-17
5420.677,2.070446e-17
5423.746,2.253639e-17
5426.815,2.966925e-17
5429.884,2.888878e-17
5432.954000000001,2.6900559999999995e-17
5436.025,2.905956e-17
5439.096,2.601578e-17
5442.1669999999995,2.6690879999999995e-17
5445.2390000000005,2.5511350000000004e-17
5448.311,2.4331630000000002e-17
5451.384,2.315172e-17
5454.456999999999,2.1971620000000004e-17
5457.531,2.079134e-17
5460.605,1.9610870000000003e-17
5463.68,2.6517090000000004e-17
5466.755,2.277216e-17
5469.83,3.155135e-17
5472.906,1.6113169999999998e-17
5475.983,1.304243e-17
5479.06,2.490949e-17
5482.137,1.982512e-17
5485.215,1.907897e-17
5488.293000000001,2.5303619999999998e-17
5491.371999999999,2.0920999999999998e-17
5494.451,1.767508e-17
5497.531,2.095163e-17
5500.611,2.8309650000000006e-17
5503.691,1.9866739999999998e-17
5506.772,2.981029000000001e-17
5509.853,1.812501e-17
5512.935,2.358761e-17
5516.018,2.37361e-17
5519.1,2.870629e-17
5522.184,2.4736390000000002e-17
5525.267,1.75098e-17
5528.351,1.841999e-17
5531.436,1.709527e-17
5534.521,2.3156360000000002e-17
5537.606,2.6876259999999997e-17
5540.691999999999,2.1061689999999998e-17
5543.778,1.994226e-17
5546.865,1.707235e-17
5549.951999999999,2.4639070000000002e-17
5553.04,2.5732929999999997e-17
5556.128000000001,2.4585029999999997e-17
5559.215999999999,2.5125839999999998e-17
5562.305,2.4393e-17
5565.394,2.366027e-17
5568.484,2.29273e-17
5571.5740000000005,2.219423e-17
5574.665,2.146103e-17
5577.755999999999,2.072784e-17
5580.847,1.999453e-17
5583.939,1.9261099999999997e-17
5587.031999999999,1.9222160000000003e-17
5590.124,2.0209660000000002e-17
5593.217,2.042967e-17
5596.311,2.4404110000000002e-17
5599.405,2.098007e-17
5602.499,2.0172e-17
5605.594,2.5905600000000002e-17
5608.69,2.4617139999999997e-17
5611.785,2.0363789999999998e-17
5614.880999999999,2.1245100000000004e-17
5617.978,1.5588289999999998e-17
5621.075,2.0715619999999997e-17
5624.172,2.203774e-17
5627.27,1.986272e-17
5630.368,2.0578330000000002e-17
5633.467,2.3488539999999998e-17
5636.566,2.6242919999999997e-17
5639.665,2.6407459999999992e-17
5642.765,3.006621e-17
5645.865,2.7349029999999996e-17
5648.965999999999,1.956587e-17
5652.066999999999,2.45319e-17
5655.168000000001,2.0166199999999997e-17
5658.27,2.352259e-17
5661.371999999999,2.126492e-17
5664.475,2.5347670000000005e-17
5667.578,1.9414179999999997e-17
5670.682,2.327982e-17
5673.786,2.5795589999999997e-17
5676.89,2.4793969999999998e-17
5679.995,2.2708330000000002e-17
5683.1,1.981234e-17
5686.205,2.187361e-17
5689.311,2.127895e-17
5692.4169999999995,2.4250100000000003e-17
5695.524,1.3593359999999998e-17
5698.630999999999,2.2879040000000002e-17
5701.7390000000005,1.778509e-17
5704.847,1.62385e-17
5707.955,1.594714e-17
5711.064,1.872782e-17
5714.173000000001,2.0693890000000002e-17
5717.281999999999,1.52655e-17
5720.392,2.2931039999999998e-17
5723.5019999999995,1.931194e-17
5726.613,2.3678600000000003e-17
5729.724,1.8371800000000003e-17
5732.835,2.4941509999999998e-17
5735.946999999999,1.604911e-17
5739.059,2.336792e-17
5742.172,2.4560000000000002e-17
5745.285,2.0285810000000002e-17
5748.398,2.1412960000000003e-17
5751.512,1.811188e-17
5754.626,2.001937e-17
5757.74,2.140591e-17
5760.855,1.931118e-17
5763.97,1.778938e-17
5767.085999999999,1.7304360000000003e-17
5770.201999999999,1.44943e-17
5773.318,1.599767e-17
5776.435,2.536749e-17
5779.552,1.9557850000000003e-17
5782.67,1.98015e-17
5785.7880000000005,1.9347060000000002e-17
5788.906,2.4334620000000002e-17
5792.025,1.985941e-17
5795.144,1.8346479999999998e-17
5798.263000000001,2.2429679999999998e-17
5801.383000000001,1.779226e-17
5804.503000000001,1.8612899999999997e-17
5807.6230000000005,2.2151060000000003e-17
5810.744000000001,2.237136e-17
5813.866,1.6827239999999998e-17
5816.986999999999,2.061973e-17
5820.109,1.7961820000000002e-17
5823.231,1.8610829999999997e-17
5826.354,1.581099e-17
5829.477,2.318893e-17
5832.601,1.986078e-17
5835.725,1.9676960000000002e-17
5838.849,2.704011e-17
5841.973000000001,1.3599970000000001e-17
5845.098000000001,2.7859420000000004e-17
5848.223000000001,2.207303e-17
5851.349,1.802565e-17
5854.475,2.476674e-17
5857.601,1.9808879999999997e-17
5860.728,2.4013449999999996e-17
5863.855,1.595019e-17
5866.982,1.831488e-17
5870.11,2.2755050000000003e-17
5873.238,2.4250529999999997e-17
5876.366999999999,2.0723949999999998e-17
5879.496,2.6489840000000004e-17
5882.625,2.6015879999999998e-17
5885.754,2.4647889999999998e-17
5888.884,3.345527e-17
5892.014,3.5644380000000005e-17
5895.145,3.087547e-17
5898.276,1.975013e-17
5901.406999999999,1.4320389999999998e-17
5904.539000000001,2.1427789999999998e-17
5907.670999999999,1.7857509999999997e-17
5910.803000000001,3.0859709999999994e-17
5913.936,2.7094889999999998e-17
5917.069,2.097083e-17
5920.201999999999,2.296975e-17
5923.335999999999,1.7164770000000002e-17
5926.47,1.3526329999999998e-17
5929.605,4.1389429999999994e-18
5932.7390000000005,1.876585e-17
5935.874,2.0598470000000003e-17
5939.01,2.044027e-17
5942.146,1.3837349999999998e-17
5945.281999999999,1.8527220000000004e-17
5948.418000000001,1.9753629999999997e-17
5951.555,1.022025e-17
5954.691999999999,1.491229e-17
5957.83,1.7565929999999998e-17
5960.967,2.1952870000000002e-17
5964.106,2.4286479999999995e-17
5967.244000000001,2.2096729999999998e-17
5970.383000000001,1.950855e-17
5973.522,2.292021e-17
5976.661,2.155717e-17
5979.8009999999995,1.61615e-17
5982.941,1.6894999999999998e-17
5986.081999999999,1.450727e-17
5989.223000000001,1.632013e-17
5992.3640000000005,1.8409579999999998e-17
5995.505,1.696704e-17
5998.647,2.496766e-17
6001.789000000001,2.2645229999999998e-17
6004.932,2.180881e-17
6008.075,2.175407e-17
6011.218000000001,2.2364879999999998e-17
6014.361,2.2737710000000003e-17
6017.505,1.906799e-17
