ID,RA,Dec,Field_Type
1,0.0,-90.0,SE
2,180.0,-87.5685577393,SE
3,324.000427246,-87.5685501099,SE
4,35.9995727539,-87.5685501099,SE
5,252.001098633,-87.5685501099,SE
6,107.998893738,-87.5685501099,SE
7,215.999816895,-85.2729110718,SE
8,144.000183105,-85.2729110718,SE
9,0.0,-85.272895813,SE
10,288.000518799,-85.2728500366,SE
11,71.9994888306,-85.2728500366,SE
12,323.999816895,-84.7350769043,SE
13,36.0001945496,-84.7350769043,SE
14,180.0,-84.7350769043,SE
15,251.999847412,-84.7350616455,SE
16,108.000152588,-84.7350616455,SE
17,203.144515991,-82.7987442017,SE
18,156.855484009,-82.7987442017,SE
19,275.144805908,-82.7987442017,SE
20,84.8551864624,-82.7987442017,SE
21,347.144348145,-82.7987289429,SE
22,12.8556642532,-82.7987289429,SE
23,228.855392456,-82.7987213135,SE
24,131.144607544,-82.7987213135,SE
25,300.855651855,-82.7987136841,SE
26,59.1443367004,-82.7987136841,SE
27,180.0,-81.9732131958,WFDNESE
28,324.000030518,-81.9732131958,WFDSE
29,35.9999809265,-81.9732131958,WFDNESE
30,252.0,-81.973197937,WFDSE
31,108.000007629,-81.973197937,WFDNESE
32,216.000167847,-80.5155105591,SE
33,143.999832153,-80.5155105591,SE
34,0.0,-80.5154876709,SE
35,288.000305176,-80.5154724121,SE
36,71.999710083,-80.5154724121,SE
37,268.85848999,-80.1996383667,GPWFDSE
38,91.1415100098,-80.1996383667,WFDNESE
39,196.858413696,-80.1996154785,GPWFDSE
40,163.141586304,-80.1996154785,WFDNESE
41,340.85824585,-80.1996154785,WFDNESE
42,19.1417560577,-80.1996154785,WFDNESE
43,235.141662598,-80.1996078491,WFDNESE
44,124.858329773,-80.1996078491,GPWFDNESE
45,307.141815186,-80.1995925903,GPWFDNESE
46,52.8581924438,-80.1995925903,WFDNESE
47,180.0,-79.2196655273,SE
48,251.999984741,-79.2196350098,SE
49,108.000007629,-79.2196350098,SE
50,324.000152588,-79.2196044922,SE
51,35.9998512268,-79.2196044922,SE
52,295.814422607,-78.0668106079,WFDSE
53,64.1855621338,-78.0668106079,WFDNESE
54,280.185943604,-78.0668106079,GPWFDSE
55,79.8140716553,-78.0668106079,WFDSE
56,223.814498901,-78.0667953491,WFDSE
57,136.185501099,-78.0667953491,WFDSE
58,352.18548584,-78.0667953491,WFDSE
59,7.81452417374,-78.0667953491,WFDSE
60,208.185546875,-78.0667800903,GPWFDSE
61,151.814453125,-78.0667800903,WFDNESE
62,265.206848145,-77.535369873,WFDNESE
63,94.7931365967,-77.535369873,WFDSE
64,310.793243408,-77.535369873,WFDSE
65,49.206741333,-77.535369873,GPWFDSE
66,238.793273926,-77.5353622437,WFDSE
67,121.206726074,-77.5353622437,WFDSE
68,193.206893921,-77.5353240967,WFDSE
69,166.793106079,-77.5353240967,WFDSE
70,337.206787109,-77.5353012085,WFDNESE
71,22.7932090759,-77.5353012085,WFDSE
72,180.0,-76.4613571167,WFDSE
73,324.000061035,-76.4613494873,WFDSE
74,35.9999313354,-76.4613494873,WFDSE
75,252.000091553,-76.4613265991,WFDSE
76,107.999900818,-76.4613265991,WFDSE
77,215.999984741,-75.741973877,SE
78,144.000015259,-75.741973877,SE
79,0.0,-75.741973877,SE
80,288.000091553,-75.7419509888,SE
81,71.9999008179,-75.7419509888,SE
82,203.037811279,-75.5162353516,GPSE
83,156.962188721,-75.5162353516,NESE
84,347.037994385,-75.5162124634,WFDSE
85,12.9620094299,-75.5162124634,WFDSE
86,228.962142944,-75.516204834,NESE
87,131.037857056,-75.516204834,SE
88,275.037902832,-75.5161972046,WFDSE
89,84.962097168,-75.5161972046,WFDSE
90,300.962219238,-75.5161819458,SE
91,59.037776947,-75.5161819458,NESE
92,190.840026855,-74.8316497803,SE
93,169.159973145,-74.8316497803,SE
94,313.160064697,-74.8316421509,SE
95,46.8399429321,-74.8316421509,SE
96,241.159973145,-74.8316345215,SE
97,118.840026855,-74.8316345215,SE
98,262.839996338,-74.8316268921,WFDSE
99,97.1599960327,-74.8316268921,WFDSE
100,334.840148926,-74.8316192627,WFDSE
101,25.1598415375,-74.8316192627,GPSE
102,180.0,-73.6938858032,WFDSE
103,252.00012207,-73.6938552856,WFDSE
104,107.9998703,-73.6938552856,WFDSE
105,324.00012207,-73.6938323975,GPWFDSE
106,35.9998893738,-73.6938323975,WFDSE
107,210.393005371,-73.2938461304,SE
108,149.606994629,-73.2938461304,SE
109,293.606994629,-73.2938156128,NESE
110,66.3930053711,-73.2938156128,SE
111,221.606933594,-73.2937927246,SE
112,138.393066406,-73.2937927246,SE
113,354.393096924,-73.2937850952,SE
114,5.60688877106,-73.2937850952,SE
115,282.393096924,-73.2937774658,SE
116,77.6068954468,-73.2937774658,GPSE
117,199.431274414,-72.8969497681,SE
118,160.568725586,-72.8969497681,SE
119,232.56880188,-72.8969497681,SE
120,127.431190491,-72.8969497681,SE
121,271.431121826,-72.8969116211,SE
122,88.5688781738,-72.8969116211,SE
123,343.431243896,-72.8968887329,SE
124,16.5687503815,-72.8968887329,SE
125,304.568847656,-72.8968734741,SE
126,55.4311447144,-72.8968734741,SE
127,242.811355591,-72.0997238159,WFDSE
128,117.18863678,-72.0997238159,WFDSE
129,314.811126709,-72.0996856689,GPWFDSE
130,45.1888885498,-72.0996856689,WFDSE
131,333.188842773,-72.0996780396,WFDSE
132,26.8111476898,-72.0996780396,WFDSE
133,189.188781738,-72.0996704102,WFDSE
134,170.811218262,-72.0996704102,WFDSE
135,261.188873291,-72.0996627808,WFDSE
136,98.8111114502,-72.0996627808,WFDSE
137,288.0,-70.9331283569,SE
138,72.0000076294,-70.9331283569,SE
139,216.000030518,-70.9331054688,SE
140,143.999969482,-70.9331054688,SE
141,0.0,-70.9330978394,SE
142,180.0,-70.9151611328,WFDSE
143,252.000106812,-70.9151611328,WFDSE
144,107.999893188,-70.9151611328,WFDSE
145,324.000030518,-70.9151306152,WFDSE
146,35.9999694824,-70.9151306152,WFDSE
147,297.777252197,-70.7577667236,GPWFDNESE
148,62.2227401733,-70.7577667236,WFDNESE
149,278.222808838,-70.7577514648,GPWFDNESE
150,81.7772064209,-70.7577514648,WFDSE
151,225.777206421,-70.7577362061,WFDNESE
152,134.222793579,-70.7577362061,WFDSE
153,350.222747803,-70.7576904297,WFDNESE
154,9.77726078033,-70.7576904297,DDWFDSE
155,206.222793579,-70.7576904297,WFDNESE
156,153.777206421,-70.7576904297,DDGPWFDNESE
157,196.783187866,-70.2277984619,WFDSE
158,163.216812134,-70.2277984619,WFDSE
159,235.216690063,-70.2277832031,GPWFDSE
160,124.783302307,-70.2277832031,WFDSE
161,340.78326416,-70.2277679443,WFDSE
162,19.2167396545,-70.2277679443,WFDSE
163,307.216766357,-70.2277526855,WFDSE
164,52.7832260132,-70.2277526855,GPWFDSE
165,268.783294678,-70.2277526855,GPSE
166,91.2166976929,-70.2277526855,WFDSE
167,244.024154663,-69.3450622559,GPWFDSE
168,115.975845337,-69.3450622559,WFDNESE
169,331.975921631,-69.3450393677,GPWFDSE
170,28.0240631104,-69.3450393677,WFDNESE
171,259.975860596,-69.3450317383,SE
172,100.024147034,-69.3450317383,WFDNESE
173,316.024108887,-69.3449935913,WFDSE
174,43.9758911133,-69.3449935913,GPWFDSE
175,187.975891113,-69.3449859619,NESE
176,172.024108887,-69.3449859619,SE
177,283.635772705,-68.4705352783,WFDSE
178,76.3642349243,-68.4705352783,WFDSE
179,220.364364624,-68.4705352783,WFDSE
180,139.635635376,-68.4705352783,WFDSE
181,211.635681152,-68.4705123901,WFDSE
182,148.364318848,-68.4705123901,GPSE
183,292.364318848,-68.4705123901,SE
184,67.6356658936,-68.4705123901,SE
185,355.6355896,-68.4705123901,GPSE
186,4.36439800262,-68.4705123901,WFDSE
187,203.02734375,-68.1550369263,WFDSE
188,156.97265625,-68.1550369263,GPWFDSE
189,275.02746582,-68.1550292969,WFDSE
190,84.9725418091,-68.1550292969,WFDSE
191,228.972763062,-68.1550064087,WFDSE
192,131.027236938,-68.1550064087,WFDSE
193,347.027282715,-68.1549987793,WFDNESE
194,12.9727230072,-68.1549987793,GPWFDSE
195,300.97265625,-68.1549911499,WFDSE
196,59.02734375,-68.1549911499,WFDSE
197,180.0,-68.1245040894,WFDSE
198,252.000183105,-68.124458313,GPWFDSE
199,107.999816895,-68.124458313,WFDSE
200,324.0,-68.1244430542,WFDSE
201,36.0000114441,-68.1244430542,WFDSE
202,194.769180298,-67.5203933716,GPWFDNESE
203,165.230819702,-67.5203933716,GPWFDNESE
204,237.230880737,-67.5203170776,GPWFDNESE
205,122.769126892,-67.5203170776,GPWFDNESE
206,266.769195557,-67.5203170776,GPWFDNESE
207,93.2308197021,-67.5203170776,GPWFDNESE
208,309.230926514,-67.5203170776,GPWFDNESE
209,50.7690658569,-67.5203170776,GPWFDNESE
210,338.769165039,-67.5203094482,GPWFDNESE
211,21.2308216095,-67.5203094482,GPWFDNESE
212,331.051757812,-66.571395874,SE
213,28.9482440948,-66.571395874,SE
214,316.948303223,-66.5713806152,GPWFDSE
215,43.0516891479,-66.5713806152,GPWFDSE
216,244.948272705,-66.5713653564,WFDSE
217,115.051727295,-66.5713653564,WFDSE
218,172.948318481,-66.5713653564,WFDSE
219,187.051818848,-66.5713577271,GPSE
220,259.051818848,-66.5713577271,WFDSE
221,100.948196411,-66.5713577271,WFDSE
222,0.0,-66.070022583,GPSE
223,215.999908447,-66.0700073242,SE
224,144.000091553,-66.0700073242,SE
225,288.000061035,-66.069984436,WFDSE
226,71.9999465942,-66.069984436,WFDSE
227,208.174163818,-65.9281387329,GP
228,151.825836182,-65.9281387329,SE
229,64.1742477417,-65.9281311035,SE
230,295.825897217,-65.9281082153,SE
231,223.82585144,-65.9281005859,SE
232,136.17414856,-65.9281005859,SE
233,352.174194336,-65.9280929565,SE
234,7.82579898834,-65.9280929565,SE
235,280.174194336,-65.9280853271,SE
236,79.8258056641,-65.9280853271,SE
237,272.520355225,-65.4998168945,SE
238,87.4796447754,-65.4998168945,SE
239,231.479629517,-65.4998016357,SE
240,128.520370483,-65.4998016357,SE
241,200.520385742,-65.4998016357,GP
242,159.479614258,-65.4998016357,SE
243,303.479705811,-65.4997787476,SE
244,56.5203056335,-65.4997787476,SE
245,344.520355225,-65.4997711182,SE
246,15.4796476364,-65.4997711182,SE
247,252.000061035,-65.3223648071,SE
248,107.999938965,-65.3223648071,NESE
249,324.0,-65.3223342896,SE
250,36.0000114441,-65.3223342896,SE
251,180.0,-65.3223266602,GP
252,193.19644165,-64.782623291,GPNE
253,166.80355835,-64.782623291,NESE
254,238.803543091,-64.7826080322,SE
255,121.196464539,-64.7826080322,NESE
256,310.803466797,-64.7826080322,SE
257,49.1965370178,-64.7826080322,SE
258,265.196533203,-64.7825927734,NESE
259,94.8034667969,-64.7825927734,GPSE
260,337.196472168,-64.7825469971,WFDNESE
261,22.80352211,-64.7825469971,WFDNESE
262,245.671112061,-63.7821502686,WFDSE
263,114.32888031,-63.7821502686,WFDNESE
264,186.328964233,-63.7821464539,GPWFD
265,173.671035767,-63.7821464539,GPWFD
266,258.329071045,-63.7821388245,WFDSE
267,101.670928955,-63.7821388245,WFDNESE
268,317.671173096,-63.782119751,WFDSE
269,42.3288421631,-63.782119751,WFDNESE
270,330.328948975,-63.782081604,WFDSE
271,29.6710624695,-63.782081604,WFDNESE
272,212.441116333,-63.5783843994,GP
273,147.558883667,-63.5783843994,SE
274,356.441040039,-63.5783805847,SE
275,3.55896091461,-63.5783805847,SE
276,291.558929443,-63.57837677,GPSE
277,68.4410705566,-63.57837677,NESE
278,219.558944702,-63.5783691406,GP
279,140.441055298,-63.5783691406,NESE
280,284.441009521,-63.5783119202,SE
281,75.5589904785,-63.5783119202,NESE
282,298.613647461,-63.3210449219,SE
283,61.3863639832,-63.3210449219,SE
284,226.613510132,-63.3210411072,GPWFD
285,133.386489868,-63.3210411072,WFDSE
286,277.386474609,-63.3210296631,WFDSE
287,82.6135177612,-63.3210296631,WFDSE
288,205.386444092,-63.3210258484,GPWFDSE
289,154.613555908,-63.3210258484,DDWFDSE
290,349.386444092,-63.3210029602,DDWFDSE
291,10.6135568619,-63.3210029602,GPWFDSE
292,198.517807007,-62.802646637,GPWFD
293,161.482192993,-62.802646637,WFDSE
294,270.517730713,-62.8026428223,WFDSE
295,89.4822616577,-62.8026428223,WFDSE
296,233.482208252,-62.8026237488,GPWFD
297,126.517791748,-62.8026237488,WFDSE
298,342.517852783,-62.8026123047,SE
299,17.4821567535,-62.8026123047,SE
300,305.482208252,-62.8026046753,GPSE
301,54.5177993774,-62.8026046753,WFDSE
302,180.0,-62.5106964111,GPWFDNE
303,252.000015259,-62.5106735229,GPWFDNESE
304,107.999984741,-62.5106735229,GPWFDSE
305,324.0,-62.5106658936,WFDSE
306,35.9999961853,-62.5106658936,WFDNESE
307,191.944610596,-62.0211906433,GP
308,168.055389404,-62.0211906433,GP
309,240.055343628,-62.0211791992,WFD
310,119.944656372,-62.0211791992,WFD
311,335.944610596,-62.0211601257,WFD
312,24.0554046631,-62.0211601257,WFD
313,312.055480957,-62.021156311,WFDNE
314,47.9445304871,-62.021156311,WFD
315,263.944610596,-62.0211524963,WFD
316,96.0553741455,-62.0211524963,WFD
317,216.000045776,-61.1268844604,GP
318,143.999954224,-61.1268844604,WFDNE
319,288.000061035,-61.1268768311,WFD
320,71.9999389648,-61.1268768311,WFDNE
321,0.0,-61.1268577576,GPWFDNE
322,281.511352539,-61.0110168457,WFD
323,78.4886550903,-61.0110168457,WFD
324,222.488723755,-61.0109939575,GPWFD
325,137.511276245,-61.0109939575,GPWFD
326,209.511260986,-61.0109939575,GPWFD
327,150.488739014,-61.0109939575,WFD
328,294.488739014,-61.0109901428,GPWFD
329,65.5112762451,-61.0109901428,GPWFD
330,353.511322021,-61.0109634399,WFD
331,6.48868513107,-61.0109634399,WFD
332,329.752990723,-60.9812316895,WFDNE
333,30.2470169067,-60.9812316895,GPWFD
334,246.247024536,-60.9812278748,WFD
335,113.752983093,-60.9812278748,GPWFD
336,185.752990723,-60.9812278748,GPWFD
337,174.247009277,-60.9812278748,GPWFD
338,318.24697876,-60.9811782837,WFD
339,41.7530097961,-60.9811782837,WFD
340,257.752990723,-60.981174469,WFDNE
341,102.247016907,-60.981174469,WFDNE
342,300.885620117,-60.6610221863,WFDNESE
343,59.1143951416,-60.6610221863,WFDSE
344,275.114440918,-60.6610107422,WFD
345,84.8855667114,-60.6610107422,WFD
346,203.114395142,-60.6610031128,GPWFD
347,156.885604858,-60.6610031128,WFD
348,347.1144104,-60.6610031128,WFD
349,12.8855838776,-60.6610031128,WFDNE
350,228.8855896,-60.6609954834,GPWFDNE
351,131.1144104,-60.6609954834,WFDNE
352,196.896575928,-60.0722503662,GPWFD
353,163.103424072,-60.0722503662,GPWFD
354,268.896514893,-60.0722465515,WFD
355,91.103477478,-60.0722465515,WFD
356,307.103424072,-60.0722236633,GPWFD
357,52.8965797424,-60.0722236633,GPWFD
358,235.103530884,-60.0722160339,GPWFD
359,124.896469116,-60.0722160339,GPWFD
360,340.896575928,-60.0722084045,WFDNE
361,19.1034374237,-60.0722084045,WFD
362,180.0,-59.6926727295,GPWFDNE
363,324.0,-59.6926574707,WFD
364,36.0000038147,-59.6926574707,WFDNE
365,252.0,-59.6926345825,GPWFD
366,108.000007629,-59.6926345825,WFDNE
367,241.065979004,-59.2422370911,GPWFD
368,118.934020996,-59.2422370911,WFD
369,334.934112549,-59.2422103882,WFD
370,25.0658836365,-59.2422103882,WFD
371,262.934112549,-59.2422103882,WFD
372,97.06590271,-59.2422103882,WFD
373,313.065948486,-59.2422065735,WFD
374,46.9340629578,-59.2422065735,WFD
375,190.934082031,-59.2422065735,GPWFD
376,169.065917969,-59.2422065735,GPWFD
377,218.983917236,-58.5892524719,GP
378,141.016082764,-58.5892524719,WFD
379,285.016082764,-58.5892219543,WFDSE
380,74.9839324951,-58.5892219543,GPWFDSE
381,290.983886719,-58.589214325,WFD
382,69.0161056519,-58.589214325,WFD
383,213.016021729,-58.5892105103,GPWFDSE
384,146.983978271,-58.5892105103,WFDSE
385,357.016082764,-58.589176178,WFDSE
386,2.98393201828,-58.589176178,WFDSE
387,279.081542969,-58.3803443909,GPWFD
388,80.9184570312,-58.3803443909,GPWFDNE
389,207.081558228,-58.3803367615,GPWFD
390,152.918441772,-58.3803367615,GPWFDNE
391,296.918395996,-58.3803215027,WFDNE
392,63.0815887451,-58.3803215027,WFDNE
393,224.91847229,-58.3803215027,GPWFDNE
394,135.08152771,-58.3803215027,WFD
395,351.081573486,-58.380317688,GPWFD
396,8.91843700409,-58.380317688,GPWFD
397,257.287811279,-58.1731796265,WFDSE
398,102.712173462,-58.1731796265,GPWFDNESE
399,246.712249756,-58.1731567383,GPWFDNESE
400,113.287750244,-58.1731567383,WFDNESE
401,185.287780762,-58.1731491089,DDGPWFDSE
402,174.712219238,-58.1731491089,WFDNESE
403,329.287719727,-58.173122406,GPWFDSE
404,30.712266922,-58.173122406,WFDNESE
405,318.712280273,-58.1731071472,GPWFDNESE
406,41.2877311707,-58.1731071472,DDWFDNESE
407,273.245819092,-57.9580993652,WFD
408,86.7541885376,-57.9580993652,WFD
409,201.245864868,-57.9580726624,GPWFD
410,158.754135132,-57.9580726624,GP
411,230.754089355,-57.9580688477,GPWFD
412,129.245910645,-57.9580688477,WFD
413,302.754150391,-57.9580535889,WFD
414,57.2458381653,-57.9580535889,WFD
415,345.245819092,-57.9580383301,WFD
416,14.7541770935,-57.9580383301,GPWFD
417,195.570404053,-57.3166389465,GPWFD
418,164.429595947,-57.3166389465,WFD
419,339.570373535,-57.3166236877,WFD
420,20.4296112061,-57.3166236877,WFD
421,308.429595947,-57.3166122437,WFD
422,51.5703926086,-57.3166122437,WFD
423,267.57043457,-57.3165969849,WFD
424,92.4295578003,-57.3165969849,WFD
425,236.429611206,-57.3165893555,GPWFD
426,123.570381165,-57.3165893555,WFD
427,180.0,-56.8724365234,WFD
428,323.999969482,-56.87241745,WFD
429,36.0000267029,-56.87241745,WFD
430,252.000061035,-56.8723678589,WFD
431,107.999938965,-56.8723678589,WFD
432,190.109481812,-56.4519271851,WFD
433,169.890518188,-56.4519271851,WFD
434,313.890594482,-56.4518966675,WFDSE
435,46.1094093323,-56.4518966675,WFDSE
436,241.890548706,-56.4518852234,GPSE
437,118.109451294,-56.4518852234,WFD
438,334.109436035,-56.4518699646,WFD
439,25.8905525208,-56.4518699646,WFD
440,262.109405518,-56.4518699646,WFD
441,97.8905792236,-56.4518699646,WFD
442,288.0,-56.0711135864,WFD
443,72.0,-56.0711135864,WFD
444,215.999969482,-56.0711135864,GP
445,144.000030518,-56.0711135864,WFD
446,0.0,-56.0710906982,WFD
447,354.503540039,-55.9783248901,WFD
448,5.49646806717,-55.9783248901,WFD
449,293.496459961,-55.9783172607,WFD
450,66.5035476685,-55.9783172607,WFD
451,210.503540039,-55.978302002,WFDNE
452,149.496459961,-55.978302002,GPWFD
453,282.503509521,-55.978302002,WFDNE
454,77.4964828491,-55.978302002,WFD
455,221.49647522,-55.9782867432,GP
456,138.50352478,-55.9782867432,WFD
457,349.053894043,-55.6972541809,WFD
458,10.9461126328,-55.6972541809,WFD
459,277.053833008,-55.6972503662,WFD
460,82.9461593628,-55.6972503662,WFD
461,298.94619751,-55.6972465515,WFD
462,61.0538101196,-55.6972465515,WFDNE
463,205.053833008,-55.6972389221,WFD
464,154.946166992,-55.6972389221,GPNE
465,226.94619751,-55.697227478,GP
466,133.05380249,-55.697227478,WFD
467,319.092224121,-55.3629684448,WFD
468,40.907787323,-55.3629684448,WFD
469,184.907806396,-55.362953186,WFD
470,175.092193604,-55.362953186,WFD
471,256.907775879,-55.3629493713,WFDNE
472,103.092224121,-55.3629493713,WFD
473,328.907806396,-55.3629264832,WFDNE
474,31.0921897888,-55.3629264832,WFD
475,247.092208862,-55.3629264832,GP
476,112.907783508,-55.3629264832,WFD
477,232.303146362,-55.2214508057,GPWFD
478,127.696846008,-55.2214508057,GPWFD
479,304.303161621,-55.221408844,WFD
480,55.6968269348,-55.221408844,WFD
481,343.696899414,-55.2213783264,WFD
482,16.30311203,-55.2213783264,GPWFD
483,199.696853638,-55.2213783264,WFD
484,160.303146362,-55.2213783264,WFD
485,271.696899414,-55.2213745117,WFD
486,88.3031005859,-55.2213745117,GPWFD
487,237.524291992,-54.5432052612,GP
488,122.475708008,-54.5432052612,WFD
489,194.475753784,-54.5432052612,WFD
490,165.524246216,-54.5432052612,WFD
491,309.524353027,-54.5432014465,WFD
492,50.4756584167,-54.5432014465,WFD
493,266.475799561,-54.5431938171,WFD
494,93.5241851807,-54.5431938171,WFD
495,338.475738525,-54.5431861877,WFD
496,21.5242729187,-54.5431861877,WFD
497,252.000015259,-54.0544204712,GPSE
498,107.999992371,-54.0544204712,WFDSE
499,180.0,-54.0544013977,WFDSE
500,324.0,-54.0543899536,WFDSE
501,35.9999885559,-54.0543899536,WFDSE
502,314.570129395,-53.6561355591,WFD
503,45.4298744202,-53.6561355591,WFDNE
504,261.429840088,-53.6561317444,GPWFD
505,98.5701599121,-53.6561317444,WFDNE
506,189.429901123,-53.6561279297,WFDNE
507,170.570098877,-53.6561279297,WFDNE
508,242.570098877,-53.6561203003,GPWFD
509,117.429908752,-53.6561203003,WFDNE
510,333.429931641,-53.6560668945,WFD
511,26.570066452,-53.6560668945,WFDNE
512,213.453857422,-53.4706497192,WFDNE
513,146.546142578,-53.4706497192,GP
514,218.546112061,-53.4706459045,WFDNE
515,141.453887939,-53.4706459045,WFDNE
516,285.453887939,-53.4706420898,WFDNE
517,74.5460968018,-53.4706420898,WFD
518,290.546173096,-53.4706192017,WFD
519,69.4538269043,-53.4706192017,WFD
520,357.453826904,-53.4705619812,WFD
521,2.54616999626,-53.4705619812,WFDNE
522,295.622253418,-53.3060646057,WFD
523,64.3777389526,-53.3060646057,WFD
524,208.3777771,-53.3060493469,WFD
525,151.6222229,-53.3060493469,WFD
526,352.377807617,-53.3060455322,GPWFD
527,7.62219381332,-53.3060455322,WFD
528,223.622268677,-53.3060455322,GPWFD
529,136.377731323,-53.3060455322,WFD
530,280.377807617,-53.3059997559,WFD
531,79.6221847534,-53.3059997559,WFD
532,228.650177002,-52.9717636108,GPWFD
533,131.349822998,-52.9717636108,GPWFD
534,203.349838257,-52.9717597961,GPWFD
535,156.650161743,-52.9717597961,WFD
536,347.349884033,-52.9717330933,WFD
537,12.6501264572,-52.9717330933,WFD
538,275.349945068,-52.971698761,WFD
539,84.650062561,-52.971698761,WFD
540,300.650238037,-52.9716911316,WFD
541,59.3497543335,-52.9716911316,WFD
542,184.59437561,-52.555431366,GPWFD
543,175.40562439,-52.555431366,WFD
544,247.40562439,-52.5554275513,GPWFD
545,112.594367981,-52.5554275513,WFD
546,256.594329834,-52.5554122925,GPWFD
547,103.405685425,-52.5554122925,WFD
548,328.594360352,-52.5553588867,WFD
549,31.4056339264,-52.5553588867,WFD
550,319.405639648,-52.5553398132,GPWFD
551,40.5943641663,-52.5553398132,WFD
552,198.401519775,-52.4591255188,WFD
553,161.598480225,-52.4591255188,WFD
554,305.59854126,-52.4591064453,WFD
555,54.4014701843,-52.4591064453,WFD
556,342.401489258,-52.4590911865,WFD
557,17.5984954834,-52.4590911865,WFD
558,233.598556519,-52.459072113,GPWFD
559,126.401451111,-52.459072113,WFD
560,270.401519775,-52.4590644836,GPWFD
561,89.5984802246,-52.4590644836,WFD
562,310.436950684,-51.7583312988,WFDNESE
563,49.5630531311,-51.7583312988,GPWFDNESE
564,238.436798096,-51.7583312988,GPWFDNESE
565,121.563194275,-51.7583312988,WFDSE
566,265.563110352,-51.7583236694,WFDSE
567,94.4368972778,-51.7583236694,DDWFDSE
568,193.56312561,-51.7583198547,WFDSE
569,166.43687439,-51.7583198547,WFDNESE
570,337.563171387,-51.7583084106,WFDSE
571,22.4368438721,-51.7583084106,GPWFDSE
572,252.000061035,-51.2427215576,GPWFD
573,107.999938965,-51.2427215576,WFD
574,324.0,-51.2427139282,WFD
575,36.0000076294,-51.2427139282,WFD
576,180.0,-51.2427024841,WFD
577,215.999969482,-50.8729286194,WFD
578,144.000030518,-50.8729286194,WFD
579,288.0,-50.8729133606,WFD
580,71.9999847412,-50.8729133606,WFD
581,0.0,-50.8728904724,WFD
582,188.863983154,-50.8599128723,WFD
583,171.136016846,-50.8599128723,WFDNE
584,243.136062622,-50.8599052429,GPWFDNE
585,116.863945007,-50.8599052429,WFD
586,260.864105225,-50.8598442078,WFDNE
587,99.1359024048,-50.8598442078,WFDNE
588,332.863983154,-50.8598327637,WFD
589,27.1360092163,-50.8598327637,WFD
590,315.136016846,-50.859828949,WFD
591,44.8639945984,-50.859828949,WFDNE
592,211.272155762,-50.8012428284,WFD
593,148.727844238,-50.8012428284,WFDNE
594,220.727828979,-50.8012428284,WFD
595,139.272171021,-50.8012428284,GPWFD
596,292.727874756,-50.8012313843,WFD
597,67.2721328735,-50.8012313843,WFDNE
598,283.272216797,-50.8012199402,WFD
599,76.7277908325,-50.8012199402,WFDNE
600,355.272186279,-50.8011932373,WFD
601,4.72781276703,-50.8011932373,WFD
602,206.566268921,-50.5834350586,WFD
603,153.433731079,-50.5834350586,WFD
604,225.433700562,-50.5834236145,WFD
605,134.566299438,-50.5834236145,WFD
606,297.433776855,-50.5834121704,WFD
607,62.5662384033,-50.5834121704,WFD
608,278.566314697,-50.5834083557,WFD
609,81.4336853027,-50.5834083557,WFD
610,350.566314697,-50.5833396912,WFD
611,9.43369102478,-50.5833396912,WFD
612,201.903884888,-50.2122535706,WFDSE
613,158.096115112,-50.2122535706,GPWFD
614,230.096115112,-50.2122383118,GPSE
615,129.903884888,-50.2122383118,WFDSE
616,345.903900146,-50.2122268677,WFDSE
617,14.0960893631,-50.2122268677,WFDSE
618,273.903839111,-50.2122154236,GPWFD
619,86.0961532593,-50.2122154236,WFDSE
620,302.096160889,-50.2122154236,WFD
621,57.9038391113,-50.2122154236,WFD
622,184.332992554,-49.7545471191,GPWFD
623,175.666915894,-49.7545471191,WFD
624,247.667007446,-49.7545127869,GPWFD
625,112.333000183,-49.7545127869,WFD
626,328.333068848,-49.7545051575,WFD
627,31.6669445038,-49.7545051575,WFD
628,319.666900635,-49.7545013428,WFD
629,40.3330917358,-49.7545013428,GPWFD
630,256.333007812,-49.7544898987,GP
631,103.666992188,-49.7544898987,WFD
632,197.305892944,-49.6773910522,WFD
633,162.694107056,-49.6773910522,WFD
634,234.694107056,-49.6773643494,GPSE
635,125.305900574,-49.6773643494,GPWFDSE
636,341.305877686,-49.677318573,WFD
637,18.6941165924,-49.677318573,WFD
638,269.305877686,-49.677318573,WFD
639,90.6941070557,-49.677318573,WFD
640,306.694122314,-49.6773109436,WFDSE
641,53.3058776855,-49.6773109436,WFDSE
642,264.792999268,-48.9665870667,WFD
643,95.206993103,-48.9665870667,WFD
644,239.207077026,-48.9665870667,GPWFD
645,120.792915344,-48.9665870667,GPWFD
646,192.79296875,-48.9665679932,WFD
647,167.20703125,-48.9665679932,GPWFD
648,336.792938232,-48.9665374756,GPWFD
649,23.2070598602,-48.9665374756,WFD
650,311.20703125,-48.9665298462,WFDNE
651,48.79296875,-48.9665298462,WFDNE
652,252.000045776,-48.4406051636,GPWFD
653,107.999946594,-48.4406051636,WFD
654,180.0,-48.4405937195,WFD
655,323.999969482,-48.4405632019,GPWFD
656,36.0000267029,-48.4405632019,GPWFD
657,218.206939697,-48.2011032104,WFD
658,141.793060303,-48.2011032104,WFD
659,290.20690918,-48.2011032104,WFD
660,69.7930908203,-48.2011032104,WFD
661,213.793136597,-48.2010917664,WFDNE
662,146.206863403,-48.2010917664,WFD
663,357.793121338,-48.2010612488,WFDNE
