,name,ra,dec,amaj,amin,phi
2861,4FGL J1833.5-1033 ,278.3832,-10.5568,0.0236,0.0214,-51.44
2862,4FGL J1833.6-2103 ,278.4101,-21.0574,0.0101,0.01,86.06
2863,4FGL J1834.2+3136 ,278.5631,31.6035,0.0372,0.034,75.63
2864,4FGL J1834.7-0724c,278.6833,-7.4131,0.0757,0.0598,-4.99
2865,4FGL J1834.7-5858 ,278.6874,-58.9818,0.0674,0.0549,-83.91
2866,4FGL J1835.5+1349 ,278.8835,13.8176,0.0758,0.0461,-52.93
2867,4FGL J1835.7-3258 ,278.9396,-32.971,0.0488,0.0405,-81.87
2868,4FGL J1836.1+1143 ,279.028,11.729,0.0651,0.0593,-56.39
2869,4FGL J1836.2+5925 ,279.0556,59.4279,0.0073,0.0073,-65.66
2870,4FGL J1836.4+3137 ,279.1053,31.618,0.0385,0.0363,14.24
2871,4FGL J1836.5+1948 ,279.1259,19.8109,0.0625,0.0467,73.5
2872,4FGL J1836.8-0727 ,279.2183,-7.4508,0.0762,0.0705,30.38
2873,4FGL J1836.9+4439 ,279.2389,44.6604,0.0512,0.0464,71.49
2874,4FGL J1837.0+5347 ,279.2555,53.7951,0.0701,0.0636,-81.9
2875,4FGL J1837.3+1052 ,279.3296,10.8785,0.0689,0.063,-71.96
2876,4FGL J1837.8-0604 ,279.4726,-6.0824,0.0585,0.0467,-60.42
2877,4FGL J1837.9-0620 ,279.4822,-6.3475,0.0782,0.0608,76.21
2878,4FGL J1838.0-5959 ,279.5237,-59.991,0.0735,0.0574,60.43
2879,4FGL J1838.1-3352 ,279.5404,-33.8689,0.0807,0.0717,40.06
2880,4FGL J1838.2+3223 ,279.5692,32.3996,0.069,0.0645,0.2
2881,4FGL J1838.3-2148 ,279.5955,-21.8126,0.0517,0.0504,-55.87
2882,4FGL J1838.4-0630c,279.6026,-6.5166,0.0577,0.0498,63.39
2883,4FGL J1838.4-0545 ,279.613,-5.7626,0.0716,0.0597,33.36
2884,4FGL J1838.7-0601 ,279.69,-6.019,0.0647,0.0424,6.01
2885,4FGL J1838.8+4802 ,279.7141,48.0412,0.0119,0.0118,87.93
2886,4FGL J1838.9-3457 ,279.7354,-34.9535,0.0636,0.0587,-33.89
2887,4FGL J1838.9-0537 ,279.7459,-5.6174,0.0178,0.0166,88.95
2888,4FGL J1839.4-0553 ,279.8598,-5.8894,0.0206,0.0184,7.29
2889,4FGL J1840.0-0341 ,280.0038,-3.6885,0.0708,0.0637,-4.45
2890,4FGL J1840.0-0411 ,280.0121,-4.1941,0.0441,0.0377,33.78
2891,4FGL J1840.4-1705 ,280.1011,-17.093,0.0647,0.0587,16.42
2892,4FGL J1840.4-1139 ,280.1065,-11.651,0.0828,0.0604,-70.04
2893,4FGL J1841.0+6115 ,280.2531,61.2522,0.0637,0.0528,-85.12
2894,4FGL J1841.3+2909 ,280.3441,29.1527,0.0287,0.0259,24.34
2895,4FGL J1841.8+3218 ,280.453,32.301,0.0244,0.0238,13.38
2896,4FGL J1842.1+2737 ,280.5378,27.6248,0.0524,0.0457,67.09
2897,4FGL J1842.4-5840 ,280.6112,-58.6802,0.0258,0.0247,79.4
2898,4FGL J1843.3-1242 ,280.8398,-12.7131,0.0813,0.0598,5.7
2899,4FGL J1843.4-4835 ,280.8674,-48.5913,0.0682,0.0593,57.23
2900,4FGL J1843.7-0326 ,280.9314,-3.437,0.0473,0.0455,70.05
2901,4FGL J1843.7-1114 ,280.937,-11.242,0.0655,0.0549,79.68
2902,4FGL J1844.4+1547 ,281.1174,15.7888,0.0176,0.0174,84.42
2903,4FGL J1844.4-0345 ,281.1182,-3.7579,0.0326,0.0315,24.88
2904,4FGL J1844.8-3248 ,281.2105,-32.8055,0.0491,0.0472,-1.12
2905,4FGL J1844.9+5709 ,281.2302,57.1537,0.0435,0.0388,-51.37
2906,4FGL J1845.0+1613 ,281.2623,16.2186,0.0733,0.0461,-77.71
2907,4FGL J1845.8-0831 ,281.4506,-8.5185,0.0541,0.0508,46.8
2908,4FGL J1845.8-2521 ,281.4648,-25.3585,0.0556,0.0477,-27.25
2909,4FGL J1846.0+0507 ,281.5075,5.1278,0.0588,0.049,-57.08
2910,4FGL J1846.3+0919 ,281.5957,9.3322,0.0149,0.0149,15.25
2911,4FGL J1846.7+7238 ,281.6849,72.6371,0.0624,0.049,-2.71
2912,4FGL J1847.2-0200c,281.8241,-2.0164,0.0648,0.0554,65.42
2913,4FGL J1847.6+5219 ,281.9079,52.3295,0.0769,0.0706,81.78
2914,4FGL J1847.7-0125 ,281.937,-1.4315,0.0685,0.0534,1.29
2915,4FGL J1847.7+3543 ,281.9419,35.7276,0.0663,0.058,37.36
2916,4FGL J1848.1-4230 ,282.0286,-42.513,0.0438,0.0385,-85.73
2917,4FGL J1848.4+3217 ,282.105,32.295,0.021,0.02,13.79
2918,4FGL J1848.5+6537 ,282.1332,65.6313,0.0429,0.0383,-16.13
2919,4FGL J1848.5+3243 ,282.1456,32.7309,0.0225,0.0209,-7.0
2920,4FGL J1848.7-6307 ,282.1787,-63.1262,0.0529,0.051,-86.72
2921,4FGL J1848.7-0129 ,282.1986,-1.4994,0.0341,0.0317,41.16
2922,4FGL J1848.9+4247 ,282.2448,42.7877,0.0403,0.0332,41.79
2923,4FGL J1849.2-1647 ,282.3148,-16.7835,0.0257,0.0225,40.91
2924,4FGL J1849.2+6705 ,282.3192,67.0909,0.0117,0.0117,87.93
2925,4FGL J1849.3-6447 ,282.3438,-64.7835,0.0485,0.0427,20.95
2926,4FGL J1849.4+2745 ,282.3543,27.7542,0.0538,0.0486,87.67
2927,4FGL J1849.4-0056 ,282.356,-0.943,0.0239,0.0231,-84.56
2928,4FGL J1849.4-4313 ,282.3623,-43.2214,0.0316,0.0305,-5.75
2929,4FGL J1850.1-0758 ,282.5394,-7.9701,0.0495,0.0453,39.71
2930,4FGL J1850.5+2631 ,282.6402,26.5259,0.0499,0.0457,-72.87
2931,4FGL J1851.0-3003 ,282.7648,-30.0615,0.0703,0.0555,16.3
2932,4FGL J1851.5+3406 ,282.8762,34.1049,0.0707,0.0575,-51.72
2933,4FGL J1851.5+0718 ,282.8878,7.3111,0.0827,0.0813,-20.84
2934,4FGL J1852.2-1309 ,283.0739,-13.1595,0.0579,0.0512,12.28
2935,4FGL J1852.4+4856 ,283.116,48.935,0.0218,0.0205,-88.16
2936,4FGL J1852.6+0203 ,283.1639,2.06,0.0812,0.0672,-34.39
2937,4FGL J1853.8+6714 ,283.4625,67.2487,0.0576,0.0487,61.15
2938,4FGL J1854.3-3640 ,283.5982,-36.6798,0.0742,0.0653,-43.65
2939,4FGL J1854.6-6007 ,283.6712,-60.1268,0.0567,0.0453,-78.39
2940,4FGL J1854.9+4054 ,283.7318,40.904,0.0591,0.0543,-6.33
2941,4FGL J1855.1-2243 ,283.7759,-22.7214,0.0504,0.0476,31.66
2942,4FGL J1855.8+0150 ,283.9576,1.8432,0.0803,0.0567,15.04
2943,4FGL J1855.8-2028 ,283.9749,-20.4694,0.0723,0.0601,25.85
2944,4FGL J1855.9-1435 ,283.9946,-14.5908,0.0487,0.0461,-29.12
2945,4FGL J1856.1-1222 ,284.0329,-12.3751,0.0451,0.0379,-53.42
2946,4FGL J1856.5+1735 ,284.1387,17.5999,0.0702,0.0609,-38.85
2947,4FGL J1856.7+0125c,284.1777,1.4275,0.0698,0.0536,19.85
2948,4FGL J1857.1+0056 ,284.2987,0.946,0.0499,0.0395,-38.44
2949,4FGL J1857.4+0106 ,284.358,1.1129,0.0551,0.0434,-54.2
2950,4FGL J1857.6+0212 ,284.4192,2.2024,0.0441,0.0398,66.45
2951,4FGL J1857.8-3220 ,284.4559,-32.3461,0.0764,0.0619,-17.93
2952,4FGL J1857.9+0313c,284.4784,3.2185,0.0826,0.0724,-32.99
2953,4FGL J1858.0+0354 ,284.5188,3.9128,0.0536,0.0479,-4.67
2954,4FGL J1858.1-1821 ,284.5268,-18.3569,0.056,0.0518,44.03
2955,4FGL J1858.1+7318 ,284.546,73.3127,0.0525,0.0469,-63.86
2956,4FGL J1858.3-2511 ,284.5752,-25.1991,0.0351,0.0305,44.47
2957,4FGL J1858.3-2216 ,284.5752,-22.2805,0.0293,0.028,-3.02
2958,4FGL J1858.3-5424 ,284.576,-54.4123,0.0668,0.056,-33.96
2959,4FGL J1858.3+0209 ,284.5767,2.1529,0.0488,0.0376,-21.05
2960,4FGL J1858.3+4321 ,284.5967,43.359,0.0757,0.0686,33.01
2961,4FGL J1858.5+0640 ,284.63,6.6766,0.0416,0.0382,-39.21
2962,4FGL J1858.5-4446 ,284.6407,-44.7718,0.0768,0.0692,-3.55
2963,4FGL J1859.0+2329 ,284.7715,23.4993,0.0514,0.0487,77.76
2964,4FGL J1859.2-0706 ,284.8006,-7.1136,0.0769,0.0761,-39.95
2965,4FGL J1900.4-4941 ,285.1211,-49.6863,0.0828,0.0754,-33.46
2966,4FGL J1900.4+0339 ,285.124,3.664,0.0619,0.0502,17.84
2967,4FGL J1901.1+0730 ,285.2949,7.5048,0.055,0.0495,1.71
2968,4FGL J1901.4-0126 ,285.3702,-1.4391,0.0375,0.0365,47.2
2969,4FGL J1901.5-2208 ,285.3839,-22.1343,0.0788,0.0639,41.17
2970,4FGL J1901.5-1112 ,285.3964,-11.2002,0.0594,0.0497,-25.16
2971,4FGL J1901.8-0718 ,285.4566,-7.3045,0.0644,0.0537,62.12
2972,4FGL J1902.0-5105 ,285.5105,-51.09,0.0215,0.021,-63.14
2973,4FGL J1902.4-0629 ,285.6021,-6.4843,0.0407,0.0337,-67.34
2974,4FGL J1902.5+0654 ,285.6439,6.9099,0.0475,0.0425,70.89
2975,4FGL J1902.9-6748 ,285.7432,-67.8068,0.0297,0.0291,22.78
2976,4FGL J1903.2+5540 ,285.8077,55.6773,0.0112,0.0109,83.57
2977,4FGL J1903.4-7053 ,285.8622,-70.8886,0.0337,0.0322,-85.44
2978,4FGL J1903.8+0531 ,285.9748,5.5213,0.0661,0.0532,75.86
2979,4FGL J1904.1+3627 ,286.0343,36.4526,0.0318,0.0252,-56.74
2980,4FGL J1904.7-0708 ,286.1935,-7.1373,0.0422,0.0371,83.5
2981,4FGL J1905.2-5120 ,286.3224,-51.3477,0.0646,0.0587,85.32
2982,4FGL J1906.0-1718 ,286.5186,-17.3153,0.0771,0.0581,87.11
2983,4FGL J1906.1+1651 ,286.5408,16.8648,0.0648,0.0564,-84.17
2984,4FGL J1906.4-1757 ,286.6107,-17.9509,0.0562,0.0482,39.78
2985,4FGL J1906.4+0723 ,286.6115,7.3982,0.0273,0.0236,-61.28
2986,4FGL J1906.7+5419 ,286.6949,54.3168,0.0823,0.0653,18.16
2987,4FGL J1906.9+0712 ,286.7473,7.2165,0.0282,0.0262,-43.06
2988,4FGL J1907.0+3556 ,286.7596,35.9382,0.0753,0.0631,35.55
2989,4FGL J1907.2+0126 ,286.8176,1.4449,0.0601,0.047,88.73
2990,4FGL J1907.6+0703 ,286.9027,7.0612,0.0685,0.0531,-68.45
2991,4FGL J1907.9+0602 ,286.9845,6.0351,0.0104,0.0104,-50.79
2992,4FGL J1908.7+0812 ,287.1846,8.2044,0.0683,0.0634,-62.44
2993,4FGL J1908.8-0131 ,287.2116,-1.5309,0.0381,0.0371,56.9
2994,4FGL J1908.9+2103 ,287.2387,21.0604,0.0573,0.0519,52.32
2995,4FGL J1909.2+4646 ,287.3202,46.7768,0.0783,0.0768,-8.92
2996,4FGL J1909.5+3511 ,287.3842,35.1928,0.0497,0.0415,19.8
2997,4FGL J1909.7-2140 ,287.4272,-21.6744,0.0718,0.0507,52.17
2998,4FGL J1910.2+0904c,287.5535,9.0756,0.0336,0.0308,-10.43
2999,4FGL J1910.8+6300 ,287.7153,63.0016,0.0559,0.0506,9.06
3000,4FGL J1910.8+2856 ,287.7156,28.9432,0.0313,0.03,-81.98
3001,4FGL J1910.8-6001 ,287.719,-60.0211,0.0547,0.0481,-41.43
3002,4FGL J1911.0+0905 ,287.7639,9.0925,0.0128,0.0124,-82.48
3003,4FGL J1911.2-2006 ,287.8078,-20.1137,0.0175,0.017,-36.59
3004,4FGL J1911.4-1908 ,287.8681,-19.1494,0.025,0.023,-81.32
3005,4FGL J1911.5+0311 ,287.8984,3.1842,0.0545,0.0416,-72.99
3006,4FGL J1911.8+1447 ,287.9698,14.796,0.0755,0.0451,-12.2
3007,4FGL J1912.1-0803 ,288.0284,-8.0589,0.023,0.0228,63.83
3008,4FGL J1912.4-1222 ,288.1185,-12.3678,0.0452,0.0398,-29.55
3009,4FGL J1912.7-1250 ,288.1967,-12.8389,0.0531,0.0445,57.08
3010,4FGL J1913.0-8009 ,288.27,-80.1574,0.0299,0.0283,19.87
3011,4FGL J1913.3+0905 ,288.3458,9.0918,0.0576,0.049,6.64
3012,4FGL J1913.4-3629 ,288.3507,-36.4885,0.0444,0.0377,29.25
3013,4FGL J1913.4-1526 ,288.3515,-15.4496,0.0556,0.0527,-73.55
3014,4FGL J1913.5-0923 ,288.3757,-9.39,0.0764,0.071,52.97
3015,4FGL J1913.9+4439 ,288.4915,44.6618,0.0356,0.0315,5.53
3016,4FGL J1914.6-1157 ,288.6653,-11.9516,0.0774,0.0666,-26.29
3017,4FGL J1916.7-1516 ,289.1759,-15.2779,0.079,0.0628,-61.65
3018,4FGL J1916.8-3025 ,289.2237,-30.4246,0.0311,0.0291,-40.67
3019,4FGL J1917.7-1921 ,289.4384,-19.3628,0.0118,0.0115,60.81
3020,4FGL J1918.0+0331 ,289.5109,3.521,0.0572,0.0493,61.7
3021,4FGL J1918.1+3752 ,289.5328,37.8747,0.0503,0.0386,11.3
3022,4FGL J1918.2-4111 ,289.5643,-41.1893,0.0135,0.0133,-42.69
3023,4FGL J1920.0-2622 ,290.023,-26.3775,0.0693,0.0625,59.32
3024,4FGL J1920.8+0418 ,290.2236,4.3052,0.0828,0.0638,-7.25
3025,4FGL J1920.9+1408 ,290.2374,14.1491,0.0683,0.0542,12.7
3026,4FGL J1921.3-1231 ,290.3444,-12.526,0.0204,0.0189,-61.89
3027,4FGL J1921.4+0136 ,290.357,1.6066,0.0375,0.0362,-31.99
3028,4FGL J1921.7+5817 ,290.4473,58.2965,0.0643,0.0451,-62.51
3029,4FGL J1921.8-1607 ,290.4633,-16.1231,0.0207,0.0191,-56.2
3030,4FGL J1922.2+2314 ,290.5662,23.2477,0.0691,0.0624,-55.93
3031,4FGL J1922.5-7453 ,290.6279,-74.8876,0.0335,0.0289,80.75
3032,4FGL J1922.7+1428c,290.699,14.4726,0.0608,0.0481,4.15
3033,4FGL J1923.4-2503 ,290.8521,-25.0519,0.0451,0.0389,-10.12
3034,4FGL J1923.5-2104 ,290.8763,-21.071,0.019,0.0185,-32.25
3035,4FGL J1924.2-1549 ,291.0553,-15.8172,0.0391,0.036,-22.68
3036,4FGL J1924.3-5458 ,291.0869,-54.9667,0.0565,0.0515,43.5
3037,4FGL J1924.3+1628 ,291.0958,16.4827,0.0623,0.0477,16.0
3038,4FGL J1924.8-1035 ,291.2053,-10.5909,0.0397,0.0366,-10.09
3039,4FGL J1924.8-2914 ,291.2136,-29.2468,0.02,0.0196,-9.4
3040,4FGL J1925.0+2815 ,291.2683,28.2643,0.0235,0.0216,-80.46
3041,4FGL J1925.1-1019 ,291.2889,-10.3222,0.0394,0.0326,34.02
3042,4FGL J1925.3+3705 ,291.3435,37.0852,0.0586,0.049,10.2
3043,4FGL J1925.4+1616 ,291.3612,16.2758,0.0516,0.0385,-1.94
3044,4FGL J1925.7+1227 ,291.4312,12.4639,0.0458,0.0415,-8.5
3045,4FGL J1925.8-2220 ,291.4665,-22.341,0.0819,0.0644,-82.09
3046,4FGL J1926.4+1602 ,291.6245,16.0381,0.0623,0.0546,20.23
3047,4FGL J1926.8+6154 ,291.7097,61.9146,0.0158,0.0148,-64.75
3048,4FGL J1927.5+0154 ,291.876,1.9017,0.0433,0.0365,-80.6
3049,4FGL J1927.5+6117 ,291.8822,61.294,0.02,0.0196,47.09
3050,4FGL J1929.4+6146 ,292.3692,61.7747,0.077,0.0645,74.69
3051,4FGL J1931.1+0937 ,292.784,9.6314,0.0147,0.0141,-85.52
3052,4FGL J1931.1+1656 ,292.7847,16.944,0.0532,0.0507,-88.53
3053,4FGL J1931.3-1556 ,292.8361,-15.9398,0.0783,0.0688,86.74
3054,4FGL J1932.3+1916 ,293.0761,19.2685,0.0227,0.0223,1.27
3055,4FGL J1933.2-4539 ,293.3143,-45.6508,0.0786,0.0686,-24.19
3056,4FGL J1933.3+0726 ,293.341,7.44,0.0172,0.0157,0.22
3057,4FGL J1933.9-1025 ,293.4861,-10.4206,0.0514,0.043,-83.48
3058,4FGL J1934.2+6002 ,293.564,60.0412,0.0453,0.0395,19.24
3059,4FGL J1934.3-2419 ,293.582,-24.326,0.0393,0.0377,-43.73
3060,4FGL J1934.5+6139 ,293.6352,61.6522,0.0721,0.0636,68.47
3061,4FGL J1935.2+2029 ,293.8179,20.4908,0.0797,0.0603,-48.4
3062,4FGL J1936.9-4720 ,294.2416,-47.34,0.0189,0.0185,30.46
3063,4FGL J1937.0+8354 ,294.275,83.908,0.0558,0.0507,-87.85
3064,4FGL J1937.2-3958 ,294.3092,-39.9825,0.0474,0.0435,41.73
3065,4FGL J1937.2-4217 ,294.319,-42.292,0.0616,0.0574,26.89
3066,4FGL J1939.6+2135 ,294.9221,21.5918,0.0514,0.048,-48.12
3067,4FGL J1939.8-4928 ,294.9635,-49.4678,0.0472,0.0413,56.98
3068,4FGL J1940.2-2511 ,295.0557,-25.1866,0.0822,0.0653,-14.31
3069,4FGL J1941.3-6210 ,295.3468,-62.1753,0.0219,0.02,5.66
3070,4FGL J1942.1+4011 ,295.539,40.1984,0.0701,0.064,-30.75
3071,4FGL J1942.5-5827 ,295.6425,-58.455,0.0715,0.0662,24.32
3072,4FGL J1942.7+1033 ,295.696,10.5584,0.0128,0.0124,55.69
3073,4FGL J1944.0+2117 ,296.0049,21.2904,0.0325,0.025,-84.31
3074,4FGL J1944.2+3921 ,296.0679,39.3645,0.0423,0.0396,71.4
3075,4FGL J1944.4-4523 ,296.1006,-45.3925,0.0309,0.0295,-10.44
3076,4FGL J1944.8+4301 ,296.2001,43.028,0.0486,0.0412,41.65
3077,4FGL J1944.9-2143 ,296.2295,-21.7216,0.0199,0.0187,-16.02
3078,4FGL J1945.1-4007 ,296.2922,-40.1209,0.0748,0.0654,-27.19
3079,4FGL J1946.0-3112 ,296.5028,-31.2067,0.0377,0.0335,68.69
3080,4FGL J1946.0+0937 ,296.5129,9.6193,0.0502,0.0429,82.3
3081,4FGL J1946.5-5402 ,296.6322,-54.0496,0.03,0.029,-80.78
3082,4FGL J1947.0+0031 ,296.7562,0.5204,0.0651,0.058,-67.21
3083,4FGL J1947.6-1121 ,296.9161,-11.3652,0.0558,0.0505,-7.81
3084,4FGL J1949.0+1314 ,297.2503,13.2451,0.041,0.0403,39.79
3085,4FGL J1949.2-1453 ,297.3162,-14.8983,0.066,0.0615,-48.44
3086,4FGL J1949.5+7311 ,297.3898,73.1874,0.0831,0.0741,-21.77
3087,4FGL J1949.5+0906 ,297.3902,9.1054,0.0248,0.0231,24.3
3088,4FGL J1950.6+3456 ,297.6642,34.9434,0.0527,0.0499,-81.55
3089,4FGL J1950.8+1211 ,297.7222,12.1995,0.0668,0.0583,81.95
3090,4FGL J1951.8-0511 ,297.965,-5.1844,0.0575,0.055,-47.09
3091,4FGL J1952.9+3252 ,298.2473,32.883,0.0122,0.0121,40.91
3092,4FGL J1953.0+7651 ,298.2542,76.8514,0.082,0.0611,-83.32
3093,4FGL J1953.0-7025 ,298.2682,-70.421,0.0389,0.0363,84.8
3094,4FGL J1953.5+3841 ,298.3849,38.6881,0.0672,0.0536,59.58
3095,4FGL J1954.3+2836 ,298.5854,28.6026,0.0135,0.0133,80.13
3096,4FGL J1954.6-1122 ,298.6693,-11.3815,0.0372,0.0304,39.97
3097,4FGL J1954.9-5640 ,298.7449,-56.667,0.0276,0.0251,75.82
3098,4FGL J1955.1-1604 ,298.7774,-16.0715,0.0287,0.0258,17.98
3099,4FGL J1955.2+1358 ,298.8201,13.9824,0.0415,0.0361,-80.16
3100,4FGL J1955.4+5132 ,298.8575,51.5434,0.0608,0.0557,-55.71
3101,4FGL J1955.7+0214 ,298.9415,2.236,0.0358,0.0309,31.75
3102,4FGL J1955.8+1154 ,298.9609,11.9089,0.0659,0.0572,54.06
3103,4FGL J1957.6+1230 ,299.4014,12.5112,0.0669,0.0622,45.99
3104,4FGL J1957.6+5033 ,299.4058,50.5598,0.0224,0.0216,56.38
3105,4FGL J1958.0-3845 ,299.5026,-38.7547,0.0183,0.0182,83.87
3106,4FGL J1958.1+2438 ,299.5284,24.6417,0.0389,0.0362,-25.07
3107,4FGL J1958.1-0711 ,299.5338,-7.1926,0.0508,0.0405,18.0
3108,4FGL J1958.3-3010 ,299.5812,-30.181,0.0198,0.0185,-46.98
3109,4FGL J1958.5+3512 ,299.6343,35.2024,0.0608,0.0525,5.74
3110,4FGL J1958.7+2846 ,299.6761,28.7704,0.0141,0.0139,-7.97
3111,4FGL J1959.1-4247 ,299.7963,-42.7852,0.0349,0.0332,-57.71
3112,4FGL J1959.3-6121 ,299.8335,-61.3543,0.0568,0.054,-12.62
3113,4FGL J1959.5+2048 ,299.899,20.8085,0.0367,0.0346,-30.35
3114,4FGL J1959.7-4725 ,299.9475,-47.4326,0.0159,0.0158,-11.45
3115,4FGL J1959.9-4605 ,299.983,-46.0897,0.0649,0.0463,-14.87
3116,4FGL J2000.0+4214 ,300.0028,42.2371,0.0614,0.0549,-12.41
3117,4FGL J2000.0+6508 ,300.011,65.1479,0.0086,0.0085,-41.16
3118,4FGL J2000.3-2930 ,300.0815,-29.5103,0.0393,0.0383,76.5
3119,4FGL J2000.9-1748 ,300.2346,-17.8164,0.0238,0.0223,-8.04
3120,4FGL J2001.2+4353 ,300.3018,43.8862,0.0109,0.0106,-22.95
3121,4FGL J2001.7+7040 ,300.4324,70.6703,0.0288,0.0265,31.04
3122,4FGL J2001.9-5737 ,300.4909,-57.6308,0.0447,0.0396,50.77
3123,4FGL J2002.4-7119 ,300.6003,-71.324,0.0495,0.0465,12.69
3124,4FGL J2002.6+6302 ,300.6727,63.0493,0.0418,0.0365,-21.42
3125,4FGL J2004.3+3339 ,301.096,33.6554,0.0237,0.0228,85.0
3126,4FGL J2005.1+7003 ,301.2776,70.0624,0.0273,0.0244,-51.8
3127,4FGL J2005.2-1822 ,301.3246,-18.3675,0.0458,0.0411,-71.73
3128,4FGL J2005.5+7752 ,301.393,77.8829,0.016,0.0154,78.4
3129,4FGL J2005.8+6424 ,301.464,64.4002,0.0583,0.0556,-31.62
3130,4FGL J2005.8+3357 ,301.474,33.9561,0.0691,0.0636,84.62
3131,4FGL J2005.9-2309 ,301.4762,-23.1531,0.0418,0.0361,-14.08
3132,4FGL J2006.0-6538 ,301.5127,-65.6396,0.0428,0.0382,41.05
3133,4FGL J2006.2+3102 ,301.5661,31.0446,0.052,0.0444,-7.82
3134,4FGL J2006.4-0354 ,301.6198,-3.9147,0.0748,0.062,-88.17
3135,4FGL J2006.4+1834 ,301.623,18.5694,0.0655,0.0597,-5.42
3136,4FGL J2006.4+0147 ,301.6243,1.798,0.0479,0.0409,23.87
3137,4FGL J2007.2-3157 ,301.8093,-31.955,0.0618,0.052,48.01
3138,4FGL J2007.2+6607 ,301.8148,66.1178,0.0827,0.0733,-17.01
3139,4FGL J2007.3-7728 ,301.8466,-77.478,0.0677,0.0586,38.7
3140,4FGL J2007.9-4432 ,301.983,-44.5363,0.0455,0.0435,17.95
3141,4FGL J2007.9+2511 ,301.9926,25.1936,0.0812,0.0665,28.13
3142,4FGL J2008.4+1619 ,302.1098,16.3215,0.0654,0.046,35.25
3143,4FGL J2009.4-4849 ,302.3595,-48.8248,0.0114,0.0113,-17.8
3144,4FGL J2009.9-2116 ,302.4763,-21.277,0.0705,0.0633,61.01
3145,4FGL J2009.9+3544 ,302.4892,35.746,0.0611,0.0479,78.03
3146,4FGL J2010.0+7229 ,302.5159,72.4874,0.0205,0.0196,56.69
3147,4FGL J2012.0+4629 ,303.0204,46.488,0.0132,0.0131,-77.59
3148,4FGL J2012.1-5234 ,303.0386,-52.57,0.0512,0.0415,68.12
3149,4FGL J2013.5+3613 ,303.3845,36.2254,0.073,0.0593,85.78
3150,4FGL J2013.9-8717 ,303.4814,-87.2848,0.055,0.0511,-50.71
3151,4FGL J2014.3-0047 ,303.599,-0.7922,0.0352,0.0305,-40.72
3152,4FGL J2014.5+0648 ,303.6383,6.8086,0.0297,0.0268,65.67
3153,4FGL J2014.9+1225 ,303.7356,12.4278,0.069,0.0677,-75.92
3154,4FGL J2015.0+1621 ,303.7645,16.3656,0.0368,0.0339,-67.78
3155,4FGL J2015.2-0137 ,303.8074,-1.6254,0.0293,0.0265,-48.23
3156,4FGL J2015.3-1432 ,303.8261,-14.5417,0.0642,0.0539,25.55
3157,4FGL J2015.5+3710 ,303.8924,37.176,0.0199,0.0188,61.74
3158,4FGL J2016.2+3712 ,304.0569,37.2131,0.0389,0.0305,-81.27
3159,4FGL J2016.3+4953 ,304.086,49.8931,0.028,0.0247,-10.74
3160,4FGL J2016.3-2331 ,304.0914,-23.5329,0.0771,0.0566,-55.67
3161,4FGL J2016.3-0903 ,304.0982,-9.0622,0.0203,0.0178,-77.88
3162,4FGL J2017.3+3525 ,304.3492,35.4226,0.0642,0.0545,21.17
3163,4FGL J2017.4+0602 ,304.3518,6.0492,0.0136,0.0132,-42.48
3164,4FGL J2017.5-4113 ,304.3923,-41.2328,0.0479,0.0383,17.85
3165,4FGL J2017.5-3753 ,304.3957,-37.897,0.0699,0.0569,17.6
3166,4FGL J2017.7-1612 ,304.4414,-16.2039,0.0338,0.0309,-13.84
3167,4FGL J2017.9+3625 ,304.4909,36.4277,0.021,0.02,25.07
3168,4FGL J2018.5+3852 ,304.6373,38.8715,0.0309,0.0277,-15.61
3169,4FGL J2021.1+3651 ,305.2796,36.8561,0.009,0.009,86.7
3170,4FGL J2021.5+4026 ,305.3851,40.4445,0.0087,0.0087,-31.7
3171,4FGL J2021.9+3609 ,305.4863,36.1577,0.0659,0.056,35.06
3172,4FGL J2021.9+0629 ,305.492,6.4941,0.0416,0.0382,71.29
3173,4FGL J2022.0-7224 ,305.5072,-72.4095,0.0454,0.0404,72.12
3174,4FGL J2022.3+3840 ,305.5845,38.6711,0.0783,0.0769,70.63
3175,4FGL J2022.3-4513 ,305.5911,-45.2228,0.0302,0.0277,65.34
3176,4FGL J2022.5+7612 ,305.6459,76.2007,0.0215,0.0213,10.38
3177,4FGL J2023.2+3153 ,305.823,31.8876,0.0463,0.0427,-0.52
3178,4FGL J2023.4+4127 ,305.8711,41.4508,0.0521,0.049,40.03
3179,4FGL J2023.6-1139 ,305.9032,-11.6585,0.0234,0.0224,22.23
3180,4FGL J2023.6-0123 ,305.925,-1.3983,0.0451,0.0411,-38.81
3181,4FGL J2024.0+3202 ,306.0155,32.0476,0.063,0.0572,20.26
3182,4FGL J2024.2+3616 ,306.0621,36.2691,0.0702,0.0611,88.44
3183,4FGL J2024.4-0847 ,306.1147,-8.7973,0.0289,0.0262,-88.45
3184,4FGL J2024.6-3252 ,306.1581,-32.874,0.0411,0.0383,21.39
3185,4FGL J2024.7-2328 ,306.1831,-23.4779,0.0642,0.0604,34.72
3186,4FGL J2024.8-6459 ,306.201,-64.9913,0.0529,0.0483,-21.79
3187,4FGL J2025.2+0317 ,306.3085,3.2893,0.0296,0.028,-81.88
3188,4FGL J2025.3-2231 ,306.3278,-22.5213,0.0565,0.0447,33.8
3189,4FGL J2025.3+3341 ,306.3412,33.6891,0.0591,0.0499,-80.58
