,name,ra,dec,amaj,amin,phi
796,4FGL J0552.4+3755 ,88.1033,37.92,0.0738,0.0587,-63.82
797,4FGL J0553.5-2034 ,88.3909,-20.5777,0.027,0.0264,-20.49
798,4FGL J0553.9-5048 ,88.4981,-50.8134,0.0612,0.0569,27.46
799,4FGL J0554.0-0839 ,88.5175,-8.6552,0.0647,0.0621,-15.88
800,4FGL J0554.1+3107 ,88.548,31.1176,0.0324,0.0315,7.66
801,4FGL J0554.2-0259 ,88.5634,-2.9864,0.0665,0.0548,-12.74
802,4FGL J0555.6+3947 ,88.9015,39.7878,0.069,0.0591,-29.13
803,4FGL J0556.2-4352 ,89.0749,-43.8696,0.0361,0.0346,-61.38
804,4FGL J0557.3-0615 ,89.3437,-6.2654,0.0387,0.0345,32.86
805,4FGL J0558.0-3837 ,89.5233,-38.6317,0.0246,0.0235,34.55
806,4FGL J0558.1-2113 ,89.5291,-21.2266,0.0614,0.0581,4.81
807,4FGL J0558.8-7459 ,89.7236,-74.992,0.0287,0.0257,-62.43
808,4FGL J0559.6+3044 ,89.9039,30.7471,0.0607,0.0519,6.45
809,4FGL J0559.9+6409 ,89.999,64.1561,0.0543,0.0477,87.13
810,4FGL J0600.3+1244 ,90.0816,12.7444,0.0298,0.0255,45.58
811,4FGL J0601.0+3838 ,90.2687,38.6345,0.025,0.0235,46.39
812,4FGL J0601.1-7035 ,90.2958,-70.5895,0.0197,0.0192,47.39
813,4FGL J0601.3-7238 ,90.3265,-72.6373,0.0581,0.0471,53.49
814,4FGL J0601.3+5444 ,90.3303,54.7344,0.056,0.0502,-72.62
815,4FGL J0601.8-2003 ,90.4729,-20.059,0.0714,0.0646,-83.27
816,4FGL J0602.0+5315 ,90.5148,53.2657,0.0231,0.021,89.33
817,4FGL J0602.8-4019 ,90.7166,-40.3293,0.0206,0.0202,-61.84
818,4FGL J0602.8+6041 ,90.7229,60.6965,0.0793,0.0718,-52.72
819,4FGL J0603.9+2159 ,90.9815,21.9848,0.0495,0.0463,-8.92
820,4FGL J0604.1-4816 ,91.0477,-48.2797,0.0322,0.0289,9.74
821,4FGL J0604.5-4851 ,91.1392,-48.8577,0.0626,0.0486,69.55
822,4FGL J0604.8+4411 ,91.207,44.1924,0.0809,0.0774,-73.98
823,4FGL J0604.9-0000 ,91.241,-0.0038,0.0395,0.0326,89.37
824,4FGL J0605.1+3757 ,91.282,37.9592,0.0344,0.0321,-65.24
825,4FGL J0606.5-4730 ,91.6416,-47.5038,0.0469,0.0436,-48.77
826,4FGL J0606.9+4402 ,91.7422,44.0368,0.0433,0.04,-76.24
827,4FGL J0607.2-2518 ,91.818,-25.3133,0.0496,0.0478,86.22
828,4FGL J0607.4+4739 ,91.8571,47.6635,0.0139,0.0135,18.77
829,4FGL J0608.0+6721 ,92.0057,67.3512,0.0498,0.0464,-89.32
830,4FGL J0608.0-0835 ,92.0101,-8.5857,0.0317,0.03,64.28
831,4FGL J0608.1-6028 ,92.028,-60.4755,0.0776,0.0743,-46.62
832,4FGL J0608.1-1521 ,92.0302,-15.3639,0.0493,0.042,-23.5
833,4FGL J0608.6+1149 ,92.1663,11.827,0.0476,0.0436,54.22
834,4FGL J0608.9-5456 ,92.2387,-54.9425,0.0652,0.0594,57.11
835,4FGL J0609.2-0247 ,92.3114,-2.7954,0.0223,0.0203,-43.39
836,4FGL J0610.1-1848 ,92.5455,-18.8076,0.0418,0.0382,89.61
837,4FGL J0610.2-2100 ,92.5576,-21.0006,0.0398,0.0369,-70.38
838,4FGL J0610.9-6054 ,92.7305,-60.9164,0.0687,0.0591,-35.01
839,4FGL J0611.1+4325 ,92.7984,43.4261,0.0315,0.0301,86.12
840,4FGL J0611.6-2712 ,92.9115,-27.2152,0.0694,0.0607,24.79
841,4FGL J0611.6+2803 ,92.9237,28.0561,0.052,0.0482,43.47
842,4FGL J0612.5-3138 ,93.128,-31.6381,0.0579,0.0563,-67.79
843,4FGL J0612.8+4122 ,93.2218,41.3717,0.0121,0.0118,-84.47
844,4FGL J0613.7-0201 ,93.4375,-2.0217,0.0173,0.0166,-52.45
845,4FGL J0614.1-3329 ,93.5422,-33.4976,0.0091,0.0091,25.3
846,4FGL J0614.9+2426 ,93.7394,24.4475,0.0734,0.0689,12.23
847,4FGL J0615.3-3117 ,93.8394,-31.2853,0.0406,0.0372,53.15
848,4FGL J0616.1-1732 ,94.0356,-17.5474,0.0512,0.0469,0.21
849,4FGL J0616.5+2235 ,94.1441,22.5943,0.0202,0.0195,-48.78
850,4FGL J0616.9+4340 ,94.2405,43.6815,0.0455,0.0426,-60.52
851,4FGL J0617.2+5701 ,94.3162,57.0249,0.0208,0.02,53.13
852,4FGL J0617.7-1715 ,94.4251,-17.2537,0.0262,0.0226,17.44
853,4FGL J0618.1+7819 ,94.5318,78.3317,0.0623,0.0587,-8.48
854,4FGL J0618.9+2240c,94.7352,22.6748,0.0658,0.0445,-51.64
855,4FGL J0620.3+3804 ,95.0788,38.0812,0.0579,0.052,61.06
856,4FGL J0620.5-2512 ,95.1445,-25.2129,0.0662,0.0627,2.13
857,4FGL J0620.7+2643 ,95.1766,26.7291,0.033,0.0267,-49.03
858,4FGL J0620.7-5034 ,95.1902,-50.574,0.063,0.0552,46.86
859,4FGL J0621.2+2512 ,95.3134,25.2075,0.0562,0.0418,-18.11
860,4FGL J0621.7-3411 ,95.4325,-34.1977,0.0705,0.0607,-40.89
861,4FGL J0622.2+3749 ,95.5616,37.8291,0.0298,0.0288,2.05
862,4FGL J0622.3-2605 ,95.5956,-26.0963,0.0156,0.0147,7.81
863,4FGL J0622.7-4141 ,95.6925,-41.6937,0.0678,0.0604,72.73
864,4FGL J0622.9+3326 ,95.7296,33.4335,0.0137,0.0135,-47.21
865,4FGL J0623.2+3044 ,95.8231,30.7395,0.0293,0.0265,33.04
866,4FGL J0624.2-2943 ,96.0616,-29.7178,0.0598,0.0547,14.46
867,4FGL J0625.3+4439 ,96.3288,44.6648,0.0261,0.0248,86.25
868,4FGL J0625.5+7029 ,96.3918,70.4972,0.0433,0.0383,-67.4
869,4FGL J0626.4-4259 ,96.6095,-42.9835,0.0478,0.0397,-87.21
870,4FGL J0626.4-1712 ,96.6175,-17.2017,0.0534,0.0471,-71.74
871,4FGL J0627.0-3529 ,96.7747,-35.4867,0.0193,0.0172,-75.65
872,4FGL J0628.8-6250 ,97.2174,-62.8405,0.0335,0.0299,-30.4
873,4FGL J0629.3-1959 ,97.3478,-19.9999,0.0219,0.0209,-22.63
874,4FGL J0629.6+2435 ,97.4084,24.5877,0.0559,0.0495,-89.0
875,4FGL J0630.2+3228 ,97.5576,32.4681,0.0528,0.0482,-34.57
876,4FGL J0630.9-2406 ,97.7414,-24.111,0.0118,0.0113,61.53
877,4FGL J0631.0+5626 ,97.7541,56.4494,0.0622,0.0564,32.8
878,4FGL J0631.1+2020 ,97.7766,20.3406,0.0641,0.0549,50.83
879,4FGL J0631.5+1036 ,97.8765,10.6046,0.025,0.0231,-81.33
880,4FGL J0631.8+0645 ,97.9644,6.7625,0.0317,0.03,83.84
881,4FGL J0632.0-1032 ,98.0226,-10.5335,0.0701,0.0635,-89.82
882,4FGL J0633.4-2222 ,98.3696,-22.3724,0.0701,0.0656,70.42
883,4FGL J0633.7+0632 ,98.4371,6.545,0.0147,0.0145,14.19
884,4FGL J0633.9+5840 ,98.479,58.6801,0.0794,0.0629,-63.23
885,4FGL J0633.9+1746 ,98.483,17.7723,0.0077,0.0077,87.04
886,4FGL J0634.9-2335 ,98.7305,-23.5949,0.0653,0.0604,-84.1
887,4FGL J0635.6-7518 ,98.9022,-75.3046,0.035,0.0345,-33.9
888,4FGL J0638.7+2753 ,99.6887,27.8903,0.0616,0.053,88.5
889,4FGL J0640.0-1253 ,100.0213,-12.896,0.0295,0.0286,-77.26
890,4FGL J0640.8+2432 ,100.2165,24.5421,0.065,0.0495,-55.59
891,4FGL J0640.9-5204 ,100.243,-52.0719,0.057,0.0505,77.73
892,4FGL J0641.7-0320 ,100.4371,-3.3466,0.0599,0.0559,80.87
893,4FGL J0643.2-5356 ,100.8154,-53.9364,0.0587,0.0542,-32.31
894,4FGL J0643.3+0857 ,100.8345,8.9525,0.0436,0.0416,-64.97
895,4FGL J0644.4-6712 ,101.1053,-67.2124,0.0154,0.0149,13.64
896,4FGL J0644.6+6039 ,101.1623,60.6562,0.054,0.0383,61.45
897,4FGL J0644.6-2853 ,101.1743,-28.8868,0.047,0.0438,75.2
898,4FGL J0646.4-5455 ,101.6231,-54.9244,0.0503,0.0488,-47.92
899,4FGL J0647.0-5138 ,101.7727,-51.6375,0.0463,0.0443,-29.94
900,4FGL J0647.7-4418 ,101.9253,-44.3058,0.0783,0.0548,-63.39
901,4FGL J0647.7-6058 ,101.9314,-60.9781,0.0431,0.0369,-29.86
902,4FGL J0648.0-3045 ,102.0101,-30.7509,0.041,0.0355,64.46
903,4FGL J0648.1+1605 ,102.0403,16.0928,0.0456,0.0434,-66.53
904,4FGL J0648.2+1745 ,102.0746,17.7651,0.0527,0.0504,-72.52
905,4FGL J0648.4-1743 ,102.111,-17.7231,0.0428,0.0408,-52.61
906,4FGL J0648.7+1516 ,102.1905,15.2808,0.0153,0.0149,-75.31
907,4FGL J0649.5-3139 ,102.3945,-31.6573,0.0234,0.0211,74.4
908,4FGL J0650.2-5144 ,102.5706,-51.7462,0.0373,0.035,44.8
909,4FGL J0650.2-1636 ,102.5717,-16.6012,0.0549,0.0506,-55.14
910,4FGL J0650.6+2055 ,102.658,20.9266,0.03,0.0242,-66.85
911,4FGL J0650.7+2503 ,102.6986,25.0548,0.0117,0.0116,-89.52
912,4FGL J0651.0+4013 ,102.7724,40.232,0.0346,0.0313,16.9
913,4FGL J0651.4+6525 ,102.8619,65.4233,0.0479,0.042,47.61
914,4FGL J0653.7+2815 ,103.4285,28.265,0.0328,0.0308,-10.62
915,4FGL J0654.3+5042 ,103.5962,50.7027,0.0217,0.0212,71.69
916,4FGL J0654.4+4514 ,103.606,45.2446,0.0202,0.0198,-14.68
917,4FGL J0654.7+4246 ,103.6856,42.7791,0.0395,0.0347,60.52
918,4FGL J0655.4-2631 ,103.8659,-26.524,0.0743,0.0593,0.24
919,4FGL J0656.3-0322 ,104.0765,-3.3686,0.0473,0.0459,38.42
920,4FGL J0656.3+4235 ,104.0918,42.5936,0.0468,0.0397,85.56
921,4FGL J0656.3-2404 ,104.097,-24.0682,0.0605,0.0584,-24.57
922,4FGL J0656.5+4218 ,104.1469,42.3139,0.0645,0.0555,2.52
923,4FGL J0657.4-4658 ,104.3598,-46.9802,0.066,0.0526,-49.19
924,4FGL J0658.1-5840 ,104.5389,-58.6719,0.0578,0.0479,-87.23
925,4FGL J0658.6+0636 ,104.6599,6.611,0.0689,0.0549,-35.64
926,4FGL J0659.6-6742 ,104.9243,-67.7123,0.046,0.0365,27.23
927,4FGL J0659.7+1416 ,104.9416,14.2792,0.0522,0.0468,-76.83
928,4FGL J0700.1-6311 ,105.0499,-63.1863,0.0451,0.0414,-34.57
929,4FGL J0700.2+1304 ,105.075,13.0674,0.0339,0.0301,-79.37
930,4FGL J0700.5-6610 ,105.1293,-66.1803,0.0124,0.0122,39.61
931,4FGL J0700.6+3558 ,105.1627,35.9739,0.0694,0.065,-39.08
932,4FGL J0700.8+1551 ,105.2066,15.8533,0.0774,0.0723,71.84
933,4FGL J0701.5+2511 ,105.3765,25.196,0.0472,0.0391,-61.57
934,4FGL J0701.5-4634 ,105.3906,-46.5729,0.0297,0.0282,32.85
935,4FGL J0702.7-1951 ,105.678,-19.8517,0.02,0.0177,-49.95
936,4FGL J0703.2+6809 ,105.8104,68.151,0.0677,0.0565,25.6
937,4FGL J0703.2-3914 ,105.8237,-39.2479,0.0391,0.0328,-29.81
938,4FGL J0703.3-0050 ,105.8367,-0.8436,0.0558,0.0529,45.89
939,4FGL J0704.3-4829 ,106.0841,-48.4846,0.0399,0.0383,54.82
940,4FGL J0704.8+4907 ,106.2067,49.1318,0.0506,0.0422,13.3
941,4FGL J0705.7-4848 ,106.4472,-48.8071,0.0406,0.0378,32.89
942,4FGL J0705.9+5309 ,106.4933,53.1652,0.0615,0.0575,-10.38
943,4FGL J0706.1+0246 ,106.5454,2.7772,0.074,0.0703,-84.39
944,4FGL J0706.5+3744 ,106.63,37.7383,0.0162,0.0156,0.87
945,4FGL J0706.8+7742 ,106.7249,77.7002,0.0201,0.0184,-37.3
946,4FGL J0706.9+6109 ,106.7319,61.1595,0.0471,0.0419,69.06
947,4FGL J0708.6+1747 ,107.1659,17.7924,0.0469,0.0406,-78.61
948,4FGL J0708.9+4839 ,107.2472,48.6558,0.0772,0.0571,59.81
949,4FGL J0709.0+4304 ,107.2562,43.0755,0.0492,0.0441,-57.34
950,4FGL J0709.1+2241 ,107.2769,22.6847,0.0263,0.024,-48.82
951,4FGL J0709.2-1527 ,107.3095,-15.4512,0.0493,0.0425,-88.53
952,4FGL J0709.3+0540 ,107.3392,5.6788,0.0649,0.0546,60.66
953,4FGL J0709.7-3009 ,107.4428,-30.1542,0.0532,0.0388,-48.98
954,4FGL J0709.7-0255 ,107.4451,-2.9301,0.0244,0.0237,51.5
955,4FGL J0710.4+5908 ,107.6234,59.1352,0.0171,0.0169,-3.74
956,4FGL J0710.8-3851 ,107.7245,-38.8513,0.0598,0.0573,-1.68
957,4FGL J0710.9+4733 ,107.7323,47.553,0.0796,0.0733,62.85
958,4FGL J0712.0-6431 ,108.008,-64.5256,0.0773,0.0732,20.77
959,4FGL J0712.5+3311 ,108.1476,33.1893,0.0532,0.0491,-55.3
960,4FGL J0712.7+5033 ,108.1876,50.5506,0.0202,0.0186,17.58
961,4FGL J0713.0+5738 ,108.2598,57.6345,0.0492,0.0417,43.4
962,4FGL J0713.5-2555 ,108.3789,-25.9309,0.0833,0.0619,-46.3
963,4FGL J0713.8+1935 ,108.4647,19.5879,0.0285,0.0273,11.69
964,4FGL J0715.6-4528 ,108.9168,-45.4784,0.0774,0.0627,52.86
965,4FGL J0717.7-5519 ,109.4359,-55.3198,0.0489,0.0426,-75.32
966,4FGL J0718.0+4536 ,109.5159,45.6163,0.05,0.0467,76.27
967,4FGL J0718.6-4319 ,109.6719,-43.3287,0.0157,0.0151,75.2
968,4FGL J0718.8-5004 ,109.7111,-50.0762,0.0639,0.0588,81.12
969,4FGL J0719.3+3307 ,109.84,33.1232,0.0146,0.0142,-79.54
970,4FGL J0719.7-4012 ,109.9252,-40.2141,0.0341,0.0326,-87.17
971,4FGL J0720.0-3507 ,110.0044,-35.1226,0.0686,0.0616,-40.6
972,4FGL J0721.3-0222 ,110.3253,-2.3687,0.0654,0.0487,39.05
973,4FGL J0721.3+0405 ,110.3475,4.0914,0.043,0.0423,-25.18
974,4FGL J0721.9+7120 ,110.4882,71.3405,0.0078,0.0078,39.22
975,4FGL J0722.4-2650 ,110.6138,-26.8441,0.0683,0.0522,-62.36
976,4FGL J0723.0-0732 ,110.7523,-7.5441,0.0551,0.0531,52.21
977,4FGL J0723.1-3048 ,110.7856,-30.8047,0.0614,0.0544,68.36
978,4FGL J0723.4+5841 ,110.856,58.6986,0.0586,0.0504,-44.5
979,4FGL J0723.7+2050 ,110.949,20.8373,0.0456,0.0406,54.8
980,4FGL J0725.2+1425 ,111.324,14.4212,0.0141,0.0141,-74.83
981,4FGL J0725.5+0216 ,111.3901,2.2749,0.0345,0.0331,89.06
982,4FGL J0725.5-0504 ,111.3911,-5.0747,0.0368,0.0349,89.75
983,4FGL J0725.6-5008 ,111.4152,-50.139,0.0442,0.0411,-43.81
984,4FGL J0725.6-3530 ,111.4194,-35.5009,0.0589,0.0499,-7.88
985,4FGL J0725.7-0549 ,111.4493,-5.8193,0.0449,0.0427,-47.07
986,4FGL J0725.8-0054 ,111.4698,-0.9134,0.0378,0.0284,42.99
987,4FGL J0726.1+8114 ,111.5495,81.2398,0.0565,0.0487,9.67
988,4FGL J0726.4-4727 ,111.6131,-47.4589,0.0369,0.0348,-18.75
989,4FGL J0727.1+3734 ,111.7785,37.5719,0.0727,0.0555,-84.26
990,4FGL J0730.3-1141 ,112.5776,-11.6888,0.0124,0.0124,-14.25
991,4FGL J0730.4+3308 ,112.6238,33.1344,0.0363,0.0322,17.39
992,4FGL J0730.5-0535 ,112.6354,-5.5842,0.0274,0.0256,71.29
993,4FGL J0730.7-6602 ,112.6943,-66.0464,0.0343,0.0236,18.18
994,4FGL J0731.0+6607 ,112.7743,66.1263,0.0832,0.0627,-7.72
995,4FGL J0731.8-3009 ,112.9639,-30.1553,0.0527,0.0439,20.51
996,4FGL J0733.0+4915 ,113.2659,49.2568,0.0673,0.0629,-11.24
997,4FGL J0733.1+5910 ,113.2764,59.1707,0.0712,0.0584,-24.83
998,4FGL J0733.4+5152 ,113.3619,51.8798,0.0402,0.0331,31.03
999,4FGL J0733.5-5445 ,113.3852,-54.7593,0.0422,0.0332,26.56
1000,4FGL J0733.6+3649 ,113.4196,36.8225,0.0833,0.0652,-13.84
1001,4FGL J0733.7+4110 ,113.4481,41.1706,0.0344,0.0321,65.86
1002,4FGL J0733.8+0455 ,113.4722,4.9282,0.0637,0.0575,52.94
1003,4FGL J0734.0+5021 ,113.5245,50.3572,0.0669,0.0545,-76.11
1004,4FGL J0734.3-4448 ,113.5959,-44.8145,0.0582,0.0492,49.45
1005,4FGL J0734.4-7711 ,113.6118,-77.1852,0.0315,0.0292,59.59
1006,4FGL J0734.7-1559 ,113.6891,-15.9917,0.0225,0.022,5.4
1007,4FGL J0736.9-3231 ,114.2396,-32.5303,0.0724,0.0674,77.2
1008,4FGL J0737.3-8247 ,114.3469,-82.7868,0.0339,0.028,-29.31
1009,4FGL J0737.4+6535 ,114.3737,65.5912,0.0439,0.0418,-59.82
1010,4FGL J0737.7-8047 ,114.4302,-80.7947,0.0591,0.0529,15.23
1011,4FGL J0738.1+1742 ,114.5387,17.7066,0.0112,0.011,62.94
1012,4FGL J0738.4+1539 ,114.6058,15.6602,0.0716,0.0587,14.38
1013,4FGL J0739.2+0137 ,114.82,1.6216,0.0156,0.015,58.1
1014,4FGL J0739.6-4530 ,114.9093,-45.5041,0.0793,0.0745,-30.62
1015,4FGL J0739.8-6722 ,114.955,-67.3684,0.0588,0.0446,-15.8
1016,4FGL J0740.9+3203 ,115.2335,32.0581,0.0692,0.0635,88.3
1017,4FGL J0741.0+6618 ,115.2539,66.3123,0.0516,0.0458,-67.86
1018,4FGL J0741.0+3226 ,115.2604,32.4389,0.046,0.0399,-35.21
1019,4FGL J0741.0-5226 ,115.2727,-52.4425,0.059,0.054,29.87
1020,4FGL J0741.4-4709 ,115.3556,-47.1636,0.0752,0.0704,-46.7
1021,4FGL J0742.1+4902 ,115.5361,49.0428,0.0827,0.08,-62.19
1022,4FGL J0742.6+5443 ,115.6715,54.727,0.0156,0.0151,-57.67
1023,4FGL J0742.8-2822 ,115.7091,-28.3814,0.0464,0.044,-58.91
1024,4FGL J0743.1+1713 ,115.7753,17.2198,0.0594,0.056,-55.63
1025,4FGL J0744.0-2525 ,116.0141,-25.432,0.0346,0.0336,39.31
1026,4FGL J0744.1+7434 ,116.0345,74.5778,0.0218,0.0217,62.73
1027,4FGL J0744.9-4028 ,116.2485,-40.4675,0.0616,0.0563,43.83
1028,4FGL J0746.3-0225 ,116.5985,-2.428,0.032,0.0265,-53.9
1029,4FGL J0746.5-0710 ,116.6316,-7.1804,0.0389,0.0379,-34.59
1030,4FGL J0746.5-4113 ,116.6438,-41.2256,0.0666,0.0575,-13.07
1031,4FGL J0746.6-4754 ,116.6694,-47.9155,0.0272,0.0256,77.45
1032,4FGL J0747.2-0736 ,116.8101,-7.6092,0.0656,0.0504,-20.87
1033,4FGL J0747.3-3310 ,116.8328,-33.1778,0.0288,0.0273,-33.18
1034,4FGL J0747.5+0905 ,116.876,9.0911,0.0499,0.0401,59.42
1035,4FGL J0747.5-4927 ,116.8817,-49.4608,0.042,0.0382,-28.31
1036,4FGL J0748.0-1638 ,117.0059,-16.6437,0.0737,0.0604,54.62
1037,4FGL J0748.3+8511 ,117.0818,85.1967,0.0409,0.0357,45.93
1038,4FGL J0748.6+2400 ,117.1638,24.0166,0.0383,0.0365,72.34
1039,4FGL J0749.0-3904 ,117.267,-39.0709,0.0806,0.0724,-57.97
1040,4FGL J0749.0-2956 ,117.2727,-29.948,0.0588,0.0563,-82.83
1041,4FGL J0749.2+2314 ,117.3217,23.2337,0.0506,0.0399,12.41
1042,4FGL J0749.3+4453 ,117.3482,44.8918,0.0396,0.0365,9.82
1043,4FGL J0749.7+7450 ,117.431,74.8463,0.051,0.0503,9.87
1044,4FGL J0749.9+1823 ,117.4853,18.387,0.0702,0.0644,-57.79
1045,4FGL J0750.8+1229 ,117.701,12.494,0.0387,0.0351,63.31
1046,4FGL J0751.0+7908 ,117.7678,79.1394,0.0435,0.0383,-78.52
1047,4FGL J0751.0-5131 ,117.7685,-51.5288,0.0738,0.0605,34.62
1048,4FGL J0751.2+1808 ,117.8024,18.1411,0.0241,0.023,-43.15
1049,4FGL J0751.4-0421 ,117.8642,-4.3607,0.0561,0.0511,45.05
1050,4FGL J0752.3-1631 ,118.0914,-16.5318,0.0354,0.0309,-40.72
1051,4FGL J0753.0+5353 ,118.253,53.8891,0.022,0.0211,29.7
1052,4FGL J0753.9+0923 ,118.4907,9.3904,0.0827,0.0744,48.42
1053,4FGL J0754.0+0451 ,118.5213,4.8565,0.0611,0.0503,-57.35
1054,4FGL J0754.4-1148 ,118.6105,-11.8052,0.0189,0.0181,-78.99
1055,4FGL J0754.7+4823 ,118.6929,48.3932,0.019,0.0183,-9.7
1056,4FGL J0754.9-3953 ,118.7409,-39.8951,0.0528,0.0449,81.52
1057,4FGL J0755.6+1855 ,118.91,18.924,0.0829,0.0777,46.52
1058,4FGL J0756.3-6431 ,119.0845,-64.5187,0.0356,0.033,-75.52
1059,4FGL J0757.1-3729 ,119.2835,-37.4955,0.0554,0.0425,42.68
1060,4FGL J0757.1+0956 ,119.2856,9.9491,0.0215,0.0205,-3.33
1061,4FGL J0758.7+3746 ,119.6893,37.7776,0.0668,0.0588,-19.77
1062,4FGL J0758.8-1450 ,119.7005,-14.837,0.0369,0.0327,81.71
1063,4FGL J0758.9+2703 ,119.7258,27.0653,0.0414,0.0369,-71.12
1064,4FGL J0759.6+1321 ,119.9004,13.3627,0.031,0.028,17.34
1065,4FGL J0800.3+5611 ,120.0813,56.1888,0.0673,0.0458,-15.44
1066,4FGL J0800.7-1059 ,120.1995,-10.9892,0.0762,0.0728,5.3
1067,4FGL J0800.9+0733 ,120.2262,7.5509,0.0533,0.0481,-8.9
1068,4FGL J0800.9+4401 ,120.2457,44.0181,0.0472,0.0438,-56.31
1069,4FGL J0801.1+6444 ,120.2933,64.7438,0.0576,0.0446,-12.82
1070,4FGL J0802.0+1006 ,120.5075,10.1117,0.0474,0.041,78.98
1071,4FGL J0802.1-5612 ,120.5456,-56.2012,0.052,0.0469,-67.23
1072,4FGL J0802.3-0942 ,120.5752,-9.7139,0.0313,0.0262,19.03
1073,4FGL J0803.0+2439 ,120.7508,24.6583,0.0678,0.055,-22.27
1074,4FGL J0803.2-0337 ,120.8247,-3.6189,0.0228,0.0205,85.63
1075,4FGL J0804.0-3629 ,121.0076,-36.4854,0.0247,0.0235,77.02
1076,4FGL J0804.9-0624 ,121.2325,-6.4056,0.031,0.0288,56.73
1077,4FGL J0805.0+6746 ,121.2519,67.7678,0.081,0.0688,-38.72
1078,4FGL J0805.2-0110 ,121.3004,-1.181,0.0446,0.0406,11.78
1079,4FGL J0805.4+6147 ,121.3557,61.7937,0.071,0.0566,60.86
1080,4FGL J0805.4+7534 ,121.3616,75.5766,0.0157,0.0153,-58.03
1081,4FGL J0805.9+3834 ,121.4877,38.5725,0.0498,0.046,-8.74
1082,4FGL J0806.5+5930 ,121.6497,59.5142,0.041,0.0362,-16.38
1083,4FGL J0806.9-2151 ,121.7403,-21.8513,0.0725,0.0615,66.13
1084,4FGL J0807.0-6102 ,121.7564,-61.0401,0.0707,0.0626,44.36
1085,4FGL J0807.1-0541 ,121.7798,-5.6842,0.0222,0.0211,-20.81
1086,4FGL J0807.2-7630 ,121.8175,-76.5089,0.0633,0.0507,33.71
1087,4FGL J0808.2-0751 ,122.065,-7.8556,0.0123,0.0119,-54.08
1088,4FGL J0809.5+5341 ,122.3791,53.6876,0.0353,0.0327,-38.19
1089,4FGL J0809.6+3455 ,122.4215,34.9252,0.0377,0.0356,2.9
1090,4FGL J0809.8+5218 ,122.4617,52.3143,0.0104,0.0101,19.1
1091,4FGL J0811.0-7529 ,122.7513,-75.4982,0.0143,0.0135,-46.67
1092,4FGL J0811.4+0146 ,122.861,1.7756,0.0154,0.015,-32.03
1093,4FGL J0812.0+0237 ,123.0094,2.6285,0.0321,0.0267,-79.17
1094,4FGL J0812.6+2821 ,123.1562,28.3574,0.0416,0.0381,-47.27
1095,4FGL J0812.8+6507 ,123.2171,65.1259,0.0501,0.0433,-68.75
1096,4FGL J0812.9+5555 ,123.2454,55.9169,0.0444,0.0436,-21.09
1097,4FGL J0813.7-0356 ,123.4294,-3.9498,0.0661,0.051,49.1
1098,4FGL J0814.2-1013 ,123.5509,-10.2172,0.0212,0.0202,16.42
1099,4FGL J0814.4+6926 ,123.6058,69.435,0.0524,0.0444,89.38
1100,4FGL J0814.4+2941 ,123.6104,29.6857,0.0545,0.0441,-47.44
1101,4FGL J0814.6+6430 ,123.6654,64.505,0.0179,0.0167,-9.65
1102,4FGL J0815.5+6554 ,123.8799,65.9,0.0605,0.0555,-31.32
1103,4FGL J0816.1+4909 ,124.0255,49.1622,0.0729,0.0647,-57.15
1104,4FGL J0816.3+5739 ,124.0997,57.6616,0.0183,0.0177,63.33
1105,4FGL J0816.4-1311 ,124.1123,-13.1973,0.0163,0.0153,-82.89
1106,4FGL J0816.4-0007 ,124.122,-0.122,0.0797,0.0768,-66.57
1107,4FGL J0816.7-2420 ,124.1916,-24.3427,0.063,0.0511,26.83
1108,4FGL J0816.9+2050 ,124.23,20.8499,0.035,0.0317,54.72
1109,4FGL J0817.1+1955 ,124.2772,19.9282,0.0767,0.0586,-79.82
1110,4FGL J0817.8+3243 ,124.4684,32.7236,0.0436,0.0398,-13.6
1111,4FGL J0817.8-0934 ,124.4734,-9.5777,0.0252,0.0241,80.17
1112,4FGL J0818.2+4222 ,124.5572,42.3819,0.0117,0.0115,-77.21
1113,4FGL J0818.4+2816 ,124.6076,28.2738,0.0707,0.0474,20.3
1114,4FGL J0818.7+3153 ,124.6953,31.8862,0.0721,0.0694,-50.67
1115,4FGL J0818.8+3229 ,124.705,32.4885,0.0754,0.0712,-30.09
1116,4FGL J0819.0+2746 ,124.7636,27.7772,0.0672,0.0596,74.95
1117,4FGL J0819.4-0756 ,124.8532,-7.9457,0.0504,0.0432,50.26
1118,4FGL J0820.1-2801 ,125.0399,-28.0255,0.0778,0.0589,3.25
1119,4FGL J0820.3+3639 ,125.0892,36.6653,0.0363,0.0333,50.14
1120,4FGL J0820.9+2353 ,125.2255,23.89,0.0366,0.0339,80.93
1121,4FGL J0820.9-1258 ,125.244,-12.9747,0.0625,0.0548,33.95
1122,4FGL J0822.4-2630 ,125.6172,-26.502,0.0722,0.0687,-63.78
1123,4FGL J0823.1-6330 ,125.7954,-63.502,0.0582,0.0531,36.9
1124,4FGL J0823.1+4042 ,125.7997,40.7077,0.0505,0.0427,59.77
1125,4FGL J0823.3+2224 ,125.8443,22.4093,0.0525,0.0517,-75.58
1126,4FGL J0823.7-4838 ,125.9466,-48.641,0.081,0.0664,-13.84
1127,4FGL J0824.1-6004 ,126.0494,-60.0827,0.0675,0.0508,-18.5
1128,4FGL J0824.4+2440 ,126.1081,24.6709,0.0602,0.0528,-82.34
